Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"4476118000","151800","3596","5580.2",""
"4477193000","151800","3596","5580.6",""
"4478385000","151800","3595","5581.4",""
"4479525000","151800","3596","5582.2",""
"4480659000","151800","3595","5582.5",""
"4481793000","151800","3595","5583.3",""
"4482860000","151800","3595","5583.7",""
"4484059000","151800","3596","5584.5",""
"4485192000","151800","3595","5584.9",""
"4486326000","151800","3596","5585.7",""
"4487461000","151800","3596","5586.5",""
"4488536000","151800","3597","5586.8",""
"4489733000","151800","3597","5587.6",""
"4490868000","151800","3597","5588.0",""
"4492002000","151800","3596","5588.8",""
"4493135000","151800","3597","5589.6",""
"4494210000","151800","3597","5590.0",""
"4495401000","151800","3596","5590.3",""
"4496534000","151800","3596","5591.2",""
"4497668000","151800","3596","5592.0",""
"4498806000","151800","3596","5592.3",""
"4499881000","151800","3597","5593.1",""
"4501073000","151800","3596","5593.5",""
"4502207000","151800","3596","5594.3",""
"4503341000","151800","3597","5595.1",""
"4504474000","151800","3596","5595.5",""
"4505549000","151800","3596","5595.8",""
"4506741000","151800","3596","5596.6",""
"4507875000","151800","3596","5597.4",""
"4509013000","151800","3596","5598.2",""
"4510147000","151800","3595","5598.6",""
"4511221000","151800","3595","5599.0",""
"4512412000","151800","3595","5599.8",""
"4513546000","151800","3596","5600.6",""
"4514679000","151800","3595","5601.0",""
"4515818000","151800","3596","5601.8",""
"4516893000","151800","3595","5602.1",""
"4518085000","151800","3595","5602.9",""
"4519224000","151800","3594","5603.3",""
"4520358000","151800","3594","5604.1",""
"4521492000","151800","3595","5604.9",""
"4522566000","151800","3595","5605.3",""
"4523757000","151800","3595","5606.1",""
"4524892000","151800","3595","5606.4",""
"4526025000","151800","3594","5607.2",""
"4527158000","151800","3594","5608.0",""
"4528225000","151800","3594","5608.4",""
"4529430000","151800","3594","5608.8",""
"4530564000","151800","3593","5609.6",""
"4531697000","151800","3594","5610.4",""
"4532831000","151800","3594","5611.2",""
"4533906000","151800","3594","5611.6",""
"4535097000","151800","3593","5611.9",""
"4536231000","151800","3593","5612.7",""
"4537365000","151800","3594","5613.5",""
"4538497000","151800","3593","5613.9",""
"4539578000","151800","3593","5614.3",""
"4540768000","151800","3592","5615.1",""
"4541901000","151800","3593","5615.9",""
"4543036000","151800","3593","5616.7",""
"4544169000","151800","3592","5617.0",""
"4545244000","151800","3592","5617.4",""
"4546435000","151800","3591","5618.2",""
"4547569000","151800","3592","5619.0",""
"4548703000","151800","3592","5619.4",""
"4549843000","151800","3592","5620.2",""
"4550918000","151800","3592","5620.6",""
"4552110000","151800","3592","5621.4",""
"4553244000","151800","3592","5622.2",""
"4554378000","151800","3592","5622.5",""
"4555511000","151800","3592","5623.3",""
"4556585000","151800","3592","5623.7",""
"4557781000","151800","3593","5624.5",""
"4558921000","151800","3592","5624.9",""
"4560055000","151800","3593","5625.7",""
"4561189000","151800","3593","5626.5",""
"4562264000","151800","3593","5626.8",""
"4563455000","151800","3593","5627.6","0xA850000020000A00"
"4564589000","151800","3593","5628.0",""
"4565724000","151800","3593","5628.8",""
"4566858000","151300","3594","5629.6",""
"4567932000","151300","3594","5630.0",""
"4569128000","151300","3593","5630.4",""
"4570261000","151300","3593","5631.2",""
"4571395000","151300","3593","5632.0",""
"4572529000","151300","3593","5632.3",""
"4573602000","151300","3594","5633.1",""
"4574794000","151300","3593","5633.5",""
"4575928000","151300","3594","5634.3",""
"4577062000","151300","3594","5635.1",""
"4578196000","151300","3594","5635.5",""
"4579276000","151300","3593","5635.8",""
"4580467000","151300","3593","5636.6",""
"4581599000","151300","3594","5637.4",""
"4582733000","151300","3593","5637.8",""
"4583866000","151300","3593","5638.6",""
"4584941000","151300","3593","5639.0",""
"4586133000","151300","3593","5639.8",""
"4587267000","151300","3594","5640.6",""
"4588400000","151300","3593","5641.0",""
"4589539000","151300","3593","5641.8",""
"4590614000","151300","3592","5642.1",""
"4591806000","151300","3593","5642.9",""
"4592940000","151300","3593","5643.3",""
"4594074000","151300","3593","5644.1",""
"4595208000","151300","3593","5644.9",""
"4596282000","151300","3594","5645.3",""
"4597474000","151300","3595","5646.1",""
"4598607000","151300","3594","5646.4",""
"4599752000","151300","3594","5647.2",""
"4600886000","151300","3594","5648.0",""
"4601962000","151300","3595","5648.4",""
"4603153000","151300","3595","5649.2",""
"4604287000","151300","3594","5649.6",""
"4605421000","151300","3595","5650.4",""
"4606555000","151300","3595","5651.2",""
"4607630000","151300","3595","5651.6",""
"4608827000","151300","3594","5651.9",""
"4609960000","151300","3594","5652.7",""
"4611094000","151300","3595","5653.5",""
"4612229000","151300","3595","5653.9",""
"4613304000","151300","3594","5654.3",""
"4614494000","151300","3594","5655.1",""
"4615627000","151300","3594","5655.9",""
"4616761000","151300","3594","5656.7",""
"4617894000","151300","3594","5657.0",""
"4618975000","151300","3594","5657.4",""
"4620166000","151300","3593","5658.2",""
"4621299000","151300","3594","5659.0",""
"4622434000","151300","3593","5659.4",""
"4623567000","151300","3593","5660.2",""
"4624642000","151300","3593","5660.6",""
"4625832000","151300","3594","5661.4",""
"4626966000","151300","3594","5662.2",""
"4628101000","151300","3594","5662.5",""
"4629240000","151300","3593","5663.3",""
"4630315000","151300","3593","5663.7",""
"4631506000","151300","3594","5664.5",""
"4632641000","151300","3593","5664.9",""
"4633774000","151300","3593","5665.7",""
"4634908000","151300","3593","5666.5",""
"4635983000","151300","3594","5666.8",""
"4637174000","151300","3594","5667.6",""
"4638308000","151300","3593","5668.0",""
"4639447000","151300","3594","5668.8",""
"4640582000","151300","3594","5669.6",""
"4641661000","151300","3595","5670.0",""
"4642853000","151300","3594","5670.4",""
"4643986000","151300","3594","5671.2",""
"4645120000","151300","3595","5672.0",""
"4646254000","151300","3595","5672.8",""
"4647313000","151300","3595","5673.1",""
"4648512000","151300","3594","5673.5",""
"4649652000","151300","3595","5674.3",""
"4650785000","151300","3595","5675.1",""
"4651919000","151300","3594","5675.5",""
"4652992000","151300","3594","5675.8",""
"4654184000","151300","3594","5676.6",""
"4655318000","151300","3594","5677.4",""
"4656452000","151300","3595","5678.2",""
"4657586000","151300","3594","5678.6",""
"4658661000","151300","3594","5679.0",""
"4659857000","151300","3593","5679.8",""
"4660991000","151300","3594","5680.6",""
"4662125000","151300","3593","5681.0",""
"4663258000","151300","3593","5681.8",""
"4664333000","151300","3593","5682.1",""
"4665525000","150100","3594","5682.9",""
"4666659000","150100","3594","5683.7",""
"4667793000","150100","3593","5684.1",""
"4668932000","150100","3593","5684.9",""
"4670006000","150100","3594","5685.3",""
"4671197000","150100","3594","5686.1",""
"4672332000","150100","3594","5686.4",""
"4673465000","150100","3593","5687.2",""
"4674598000","150100","3594","5688.0",""
"4675674000","150100","3594","5688.4",""
"4676866000","150100","3595","5689.2",""
"4677999000","150100","3594","5689.6",""
"4679139000","150100","3594","5690.4",""
"4680273000","150100","3594","5691.2",""
"4681347000","150100","3595","5691.6",""
"4682539000","150100","3594","5691.9",""
"4683677000","150100","3594","5692.7",""
"4684811000","150100","3594","5693.5",""
"4685945000","150100","3595","5694.3",""
"4687020000","150100","3595","5694.7",""
"4688211000","150100","3594","5695.1",""
"4689350000","150100","3595","5695.9",""
"4690484000","150100","3595","5696.7",""
"4691617000","150100","3594","5697.0",""
"4692684000","150100","3594","5697.4",""
"4693883000","150100","3594","5698.2",""
"4695017000","150100","3594","5699.0",""
"4696150000","150100","3595","5699.8",""
"4697285000","150100","3594","5700.2",""
"4698360000","150100","3594","5700.6",""
"4699557000","150100","3594","5701.4",""
"4700691000","150100","3595","5702.2",""
"4701823000","150100","3595","5702.5",""
"4702957000","150100","3595","5703.3",""
"4704031000","150100","3594","5703.7",""
"4705222000","150100","3595","5704.5",""
"4706357000","150100","3595","5705.3",""
"4707491000","150100","3594","5705.7",""
"4708624000","150100","3595","5706.5",""
"4709704000","150100","3595","5706.8",""
"4710895000","150100","3596","5707.6",""
"4712029000","150100","3595","5708.0",""
"4713163000","150100","3595","5708.8",""
"4714298000","150100","3596","5709.6",""
"4715371000","150100","3595","5710.0",""
"4716563000","150100","3596","5710.4",""
"4717697000","150100","3596","5711.2",""
"4718836000","150100","3596","5712.0",""
"4719970000","150100","3596","5712.8",""
"4721045000","150100","3597","5713.1",""
"4722236000","150100","3596","5713.5",""
"4723369000","150100","3596","5714.3",""
"4724502000","150100","3596","5715.1",""
"4725641000","150100","3596","5715.5",""
"4726716000","150100","3596","5716.3",""
"4727907000","150100","3595","5716.6",""
"4729045000","150100","3596","5717.4",""
"4730179000","150100","3596","5718.3",""
"4731313000","150100","3595","5718.6",""
"4732388000","150100","3595","5719.0",""
"4733579000","150100","3594","5719.8",""
"4734714000","150100","3595","5720.6",""
"4735848000","150100","3595","5721.4",""
"4736982000","150100","3595","5721.8",""
"4738057000","150100","3595","5722.1",""
"4739254000","150100","3595","5722.9",""
"4740389000","150100","3596","5723.7",""
"4741521000","150100","3595","5724.1",""
"4742655000","150100","3595","5724.9",""
"4743730000","150100","3594","5725.3",""
"4744922000","150100","3595","5726.1",""
"4746056000","150100","3595","5726.4",""
"4747190000","150100","3595","5727.2",""
"4748324000","150100","3596","5728.1",""
"4749405000","150100","3596","5728.4",""
"4750597000","150100","3596","5729.2",""
"4751731000","150100","3596","5729.6",""
"4752865000","150100","3595","5730.4",""
"4753998000","150100","3595","5731.2",""
"4755074000","150100","3596","5731.6",""
"4756266000","150100","3596","5732.4",""
"4757400000","150100","3595","5732.7",""
"4758533000","150100","3596","5733.5",""
"4759673000","150100","3596","5734.3",""
"4760748000","150100","3596","5734.7",""
"4761939000","150100","3595","5735.1",""
"4763072000","150100","3595","5735.9",""
"4764205000","151300","3595","5736.7",""
"4765340000","151300","3595","5737.0",""
"4766407000","151300","3595","5737.4",""
"4767612000","151300","3594","5738.2",""
"4768751000","151300","3595","5739.0",""
"4769884000","151300","3595","5739.8",""
"4771018000","151300","3594","5740.2",""
"4772092000","151300","3595","5740.6",""
"4773283000","151300","3593","5741.4",""
"4774416000","151300","3594","5742.2",""
"4775550000","151300","3593","5742.5",""
"4776684000","151300","3593","5743.3",""
"4777759000","151300","3593","5743.7",""
"4778956000","151300","3594","5744.5",""
"4780088000","151300","3594","5745.3",""
"4781222000","151300","3593","5745.7",""
"4782356000","151300","3594","5746.5",""
"4783430000","151300","3593","5746.9",""
"4784621000","151300","3594","5747.7",""
"4785755000","151300","3593","5748.0",""
"4786889000","151300","3594","5748.8",""
"4788023000","151300","3594","5749.6",""
"4789104000","151300","3594","5750.0",""
"4790296000","151300","3595","5750.8",""
"4791429000","151300","3594","5751.2",""
"4792563000","151300","3594","5752.0",""
"4793697000","151300","3594","5752.8",""
"4794771000","151300","3594","5753.1",""
"4795962000","151300","3594","5753.5",""
"4797094000","151300","3593","5754.3",""
"4798229000","151300","3594","5755.1",""
"4799367000","151300","3594","5755.9",""
"4800442000","151300","3595","5756.3",""
"4801633000","151300","3594","5756.6",""
"4802767000","151300","3594","5757.5",""
"4803900000","151300","3594","5758.3",""
"4805034000","151300","3593","5758.6",""
"4806108000","151300","3593","5759.0",""
"4807300000","151300","3593","5759.8",""
"4808434000","151300","3593","5760.6",""
"4809578000","151300","3594","5761.4",""
"4810712000","151300","3593","5761.8",""
"4811788000","151300","3593","5762.1",""
"4812980000","151300","3592","5762.9",""
"4814114000","151300","3593","5763.7",""
"4815248000","151300","3593","5764.1",""
"4816382000","151300","3593","5764.9",""
"4817457000","151300","3592","5765.3",""
"4818647000","151300","3594","5766.1",""
"4819787000","151300","3594","5766.9",""
"4820920000","151300","3593","5767.3",""
"4822054000","151300","3594","5768.1",""
"4823129000","151300","3593","5768.4",""
"4824321000","151300","3594","5769.2",""
"4825455000","151300","3594","5769.6",""
"4826589000","151300","3594","5770.4",""
"4827724000","151300","3594","5771.2",""
"4828805000","151300","3595","5771.6",""
"4829996000","151300","3595","5772.4",""
"4831130000","151300","3595","5772.7",""
"4832264000","151300","3596","5773.5",""
"4833397000","151300","3596","5774.3",""
"4834472000","151300","3596","5774.7",""
"4835663000","151300","3595","5775.1",""
"4836796000","151300","3595","5775.9",""
"4837930000","151300","3596","5776.7",""
"4839069000","151300","3595","5777.1",""
"4840144000","151300","3595","5777.4",""
"4841335000","151300","3594","5778.2",""
"4842469000","151300","3595","5779.0",""
"4843603000","151300","3595","5779.8",""
"4844737000","151300","3595","5780.2",""
"4845813000","151300","3594","5780.6",""
"4847004000","151300","3594","5781.4",""
"4848138000","151300","3595","5782.2",""
"4849277000","151300","3594","5782.5",""
"4850411000","151300","3595","5783.3",""
"4851491000","151300","3594","5783.7",""
"4852682000","151300","3595","5784.5",""
"4853817000","151300","3595","5785.3",""
"4854950000","151300","3594","5785.7",""
"4856084000","151300","3594","5786.5",""
"4857159000","151300","3594","5786.9",""
"4858351000","151300","3595","5787.7",""
"4859491000","151300","3594","5788.0",""
"4860625000","151300","3594","5788.8",""
"4861759000","151300","3595","5789.6",""
"4862833000","150200","3595","5790.0",""
"4864026000","150200","3595","5790.8",""
"4865159000","150200","3595","5791.2",""
"4866292000","150200","3595","5792.0",""
"4867426000","150200","3595","5792.8",""
"4868501000","150200","3595","5793.1",""
"4869699000","150200","3595","5793.5",""
"4870832000","150200","3594","5794.3",""
"4871966000","150200","3595","5795.1",""
"4873100000","150200","3595","5795.9",""
"4874176000","150200","3595","5796.3",""
"4875368000","150200","3594","5796.7",""
"4876501000","150200","3594","5797.5",""
"4877635000","150200","3595","5798.3",""
"4878774000","150200","3594","5798.6",""
"4879848000","150200","3594","5799.0",""
"4881039000","150200","3594","5799.8",""
"4882174000","150200","3594","5800.6",""
"4883308000","150200","3594","5801.0",""
"4884442000","150200","3593","5801.8",""
"4885516000","150200","3593","5802.1",""
"4886707000","150200","3593","5802.9",""
"4887841000","150200","3594","5803.7",""
"4888980000","150200","3593","5804.1",""
"4890113000","150200","3593","5804.9",""
"4891188000","150200","3593","5805.3",""
"4892380000","150200","3594","5806.1",""
"4893519000","150200","3594","5806.9",""
"4894654000","150200","3594","5807.3",""
"4895788000","150200","3594","5808.1",""
"4896863000","150200","3594","5808.4",""
"4898054000","150200","3595","5809.2",""
"4899194000","150200","3595","5809.6",""
"4900328000","150200","3594","5810.4",""
"4901462000","150200","3595","5811.2",""
"4902536000","150200","3594","5811.6",""
"4903727000","150200","3595","5811.9",""
"4904860000","150200","3594","5812.7",""
"4905993000","150200","3595","5813.5",""
"4907126000","150200","3595","5814.3",""
"4908201000","150200","3595","5814.7",""
"4909398000","150200","3594","5815.1",""
"4910531000","150200","3594","5815.9",""
"4911666000","150200","3595","5816.7",""
"4912800000","150200","3594","5817.1",""
"4913875000","150200","3594","5817.4",""
"4915067000","150200","3593","5818.2",""
"4916201000","150200","3594","5819.0",""
"4917335000","150200","3594","5819.8",""
"4918467000","150200","3594","5820.2",""
"4919547000","150200","3594","5820.6",""
"4920739000","150200","3593","5821.4",""
"4921871000","150200","3594","5822.2",""
"4923006000","150200","3593","5822.5",""
"4924139000","150200","3593","5823.3",""
"4925213000","150200","3593","5823.7",""
"4926405000","150200","3593","5824.5",""
"4927539000","150200","3594","5825.3",""
"4928673000","150200","3593","5825.7",""
"4929812000","150200","3593","5826.5",""
"4930879000","150200","3593","5826.9",""
"4932078000","150200","3594","5827.7",""
"4933211000","150200","3593","5828.0",""
"4934344000","150200","3593","5828.8",""
"4935483000","150200","3594","5829.6",""
"4936558000","150200","3594","5830.0",""
"4937750000","150200","3594","5830.8",""
"4938889000","150200","3594","5831.2",""
"4940023000","150200","3594","5832.0",""
"4941157000","150200","3594","5832.8",""
"4942231000","150200","3594","5833.1",""
"4943421000","150200","3594","5833.5",""
"4944554000","150200","3593","5834.3",""
"4945688000","150200","3594","5835.1",""
"4946822000","150200","3593","5835.5",""
"4947898000","150200","3594","5836.3",""
"4949094000","150200","3594","5836.7",""
"4950229000","150200","3594","5837.5",""
"4951363000","150200","3594","5838.3",""
"4952497000","150200","3593","5838.6",""
"4953571000","150200","3594","5839.0",""
"4954762000","150200","3593","5839.8",""
"4955896000","150200","3594","5840.6",""
"4957030000","150200","3593","5841.0",""
"4958163000","150200","3593","5841.8",""
"4959244000","150200","3592","5842.1",""
"4960436000","150200","3593","5842.9",""
"4961569000","151200","3593","5843.7",""
"4962703000","151200","3592","5844.1",""
"4963836000","151200","3593","5844.9",""
"4964911000","151200","3592","5845.3",""
"4966102000","151200","3594","5846.1",""
"4967237000","151200","3593","5846.5",""
"4968370000","151200","3593","5847.3",""
"4969509000","151200","3593","5848.1",""
"4970584000","151200","3594","5848.4",""
"4971775000","151200","3594","5849.2",""
"4972909000","151200","3594","5849.6",""
"4974042000","151200","3593","5850.4",""
"4975175000","151200","3594","5851.2",""
"4976242000","151200","3594","5851.6",""
"4977445000","151200","3593","5851.9",""
"4978579000","151200","3593","5852.7",""
"4979718000","151200","3593","5853.5",""
"4980852000","151200","3594","5854.3",""
"4981926000","151200","3595","5854.7",""
"4983117000","151200","3594","5855.1",""
"4984251000","151200","3594","5855.9",""
"4985385000","151200","3594","5856.7",""
"4986518000","151200","3593","5857.1",""
"4987592000","151200","3594","5857.4",""
"4988789000","151200","3593","5858.2",""
"4989923000","151200","3593","5859.0",""
"4991057000","151200","3594","5859.8",""
"4992191000","151200","3594","5860.2",""
"4993265000","151200","3593","5860.6",""
"4994456000","151200","3593","5861.4",""
"4995589000","151200","3594","5862.2",""
"4996723000","151200","3593","5862.5",""
"4997857000","151200","3593","5863.3",""
"4998938000","151200","3593","5863.7",""
"5000129000","151200","3594","5864.5",""
"5001263000","151200","3594","5865.3",""
"5002396000","151200","3593","5865.7",""
"5003529000","151200","3594","5866.5",""
"5004604000","151200","3593","5866.9",""
"5005796000","151200","3593","5867.7",""
"5006930000","151200","3593","5868.0",""
"5008063000","151200","3592","5868.8",""
"5009203000","151200","3593","5869.6",""
"5010278000","151200","3593","5870.0",""
"5011469000","151200","3594","5870.8",""
"5012603000","151200","3593","5871.2",""
"5013737000","151200","3594","5872.0",""
"5014870000","151200","3594","5872.8",""
"5015946000","151200","3594","5873.1",""
"5017136000","151200","3593","5873.5",""
"5018269000","151200","3593","5874.3",""
"5019414000","151200","3594","5875.1",""
"5020548000","151200","3593","5875.5",""
"5021622000","151200","3594","5876.3",""
"5022813000","151200","3593","5876.7",""
"5023947000","151200","3594","5877.5",""
"5025081000","151200","3593","5878.3",""
"5026214000","151200","3593","5878.6",""
"5027288000","151200","3592","5879.0",""
"5028481000","151200","3593","5879.8",""
"5029620000","151200","3593","5880.6",""
"5030754000","151200","3594","5881.4",""
"5031887000","151200","3593","5881.8",""
"5032963000","151200","3593","5882.1",""
"5034154000","151200","3594","5882.9",""
"5035288000","151200","3594","5883.7",""
"5036421000","151200","3594","5884.1",""
"5037554000","151200","3594","5884.9",""
"5038629000","151200","3593","5885.3",""
"5039826000","151200","3594","5886.1",""
"5040959000","151200","3594","5886.5",""
"5042093000","151200","3594","5887.3",""
"5043227000","151200","3595","5888.1",""
"5044301000","151200","3595","5888.4",""
"5045492000","151200","3595","5889.2",""
"5046625000","151200","3594","5889.6",""
"5047759000","151200","3594","5890.4",""
"5048898000","151200","3594","5891.2",""
"5049964000","151200","3594","5891.6",""
"5051164000","151200","3594","5891.9",""
"5052298000","151200","3593","5892.7",""
"5053432000","151200","3594","5893.5",""
"5054566000","151200","3594","5894.4",""
"5055642000","151200","3595","5894.7",""
"5056833000","151200","3594","5895.1",""
"5057966000","151200","3594","5895.9",""
"5059106000","151200","3595","5896.7",""
"5060240000","150100","3594","5897.1",""
"5061318000","150100","3594","5897.4",""
"5062510000","150100","3593","5898.2",""
"5063644000","150100","3594","5899.0",""
"5064778000","150100","3594","5899.8",""
"5065912000","150100","3594","5900.2",""
"5066986000","150100","3594","5900.6",""
"5068177000","150100","3593","5901.4",""
"5069317000","150100","3595","5902.2",""
"5070451000","150100","3594","5902.5",""
"5071584000","150100","3594","5903.3",""
"5072659000","150100","3594","5903.7",""
"5073852000","150100","3595","5904.5",""
"5074984000","150100","3595","5905.3",""
"5076118000","150100","3594","5905.7",""
"5077253000","150100","3594","5906.5",""
"5078328000","150100","3594","5906.9",""
"5079525000","150100","3595","5907.7",""
"5080659000","150100","3594","5908.0",""
"5081793000","150100","3595","5908.8",""
"5082927000","150100","3595","5909.6",""
"5084003000","150100","3596","5910.0",""
"5085195000","150100","3596","5910.8",""
"5086329000","150100","3595","5911.2",""
"5087463000","150100","3595","5912.0",""
"5088597000","150100","3595","5912.8",""
"5089677000","150100","3595","5913.2",""
"5090868000","150100","3595","5913.5",""
"5092001000","150100","3594","5914.3",""
"5093135000","150100","3595","5915.1",""
"5094269000","150100","3595","5915.5",""
"5095345000","150100","3595","5916.3",""
"5096536000","150100","3594","5916.7",""
"5097670000","150100","3595","5917.5",""
"5098810000","150100","3595","5918.3",""
"5099944000","150100","3594","5918.6",""
"5101018000","150100","3594","5919.0",""
"5102209000","150100","3594","5919.8",""
"5103347000","150100","3595","5920.6",""
"5104481000","150100","3595","5921.0",""
"5105614000","150100","3594","5921.8",""
"5106689000","150100","3594","5922.1",""
"5107881000","150100","3594","5922.9",""
"5109020000","150100","3595","5923.8",""
"5110153000","150100","3594","5924.1",""
"5111287000","150100","3594","5924.9",""
"5112362000","150100","3594","5925.3",""
"5113553000","150100","3595","5926.1",""
"5114687000","150100","3594","5926.5",""
"5115820000","150100","3594","5927.3",""
"5116954000","150100","3594","5928.1",""
"5118029000","150100","3595","5928.4",""
"5119227000","150100","3595","5929.2",""
"5120360000","150100","3594","5929.6",""
"5121493000","150100","3594","5930.4",""
"5122627000","150100","3594","5931.2",""
"5123702000","150100","3595","5931.6",""
"5124893000","150100","3595","5932.4",""
"5126027000","150100","3594","5932.7",""
"5127161000","150100","3595","5933.6",""
"5128295000","150100","3595","5934.4",""
"5129375000","150100","3595","5934.7",""
"5130566000","150100","3594","5935.1",""
"5131699000","150100","3594","5935.9",""
"5132833000","150100","3595","5936.7",""
"5133968000","150100","3594","5937.1",""
"5135042000","150100","3595","5937.9",""
"5136233000","150100","3594","5938.2",""
"5137367000","150100","3594","5939.0",""
"5138501000","150100","3594","5939.8",""
"5139640000","150100","3594","5940.2",""
"5140714000","150100","3593","5940.6",""
"5141906000","150100","3593","5941.4",""
"5143039000","150100","3594","5942.2",""
"5144173000","150100","3594","5943.0",""
"5145312000","150100","3593","5943.4",""
"5146387000","150100","3593","5943.7",""
"5147578000","150100","3594","5944.5",""
"5148712000","150100","3594","5945.3",""
"5149850000","150100","3594","5945.7",""
"5150983000","150100","3594","5946.5",""
"5152058000","150100","3593","5946.9",""
"5153249000","150100","3594","5947.7",""
"5154382000","150100","3594","5948.0",""
"5155516000","150100","3594","5948.8",""
"5156648000","150100","3594","5949.6",""
"5157724000","150100","3594","5950.0",""
"5158921000","151300","3595","5950.8",""
"5160054000","151300","3594","5951.2",""
"5161188000","151300","3594","5952.0",""
"5162321000","151300","3595","5952.8",""
"5163395000","151300","3594","5953.2",""
"5164588000","151300","3595","5953.5",""
"5165721000","151300","3594","5954.3",""
"5166855000","151300","3594","5955.1",""
"5167989000","151300","3594","5955.9",""
"5169069000","151300","3595","5956.3",""
"5170261000","151300","3594","5956.7",""
"5171395000","151300","3595","5957.5",""
"5172529000","151300","3595","5958.3",""
"5173663000","151300","3595","5958.6",""
"5174739000","151300","3594","5959.0",""
"5175930000","151300","3594","5959.8",""
"5177063000","151300","3594","5960.6",""
"5178197000","151300","3594","5961.4",""
"5179335000","151300","3594","5961.8",""
"5180409000","151300","3594","5962.2",""
"5181600000","151300","3593","5963.0",""
"5182733000","151300","3594","5963.8",""
"5183868000","151300","3593","5964.1",""
"5185002000","151300","3593","5964.9",""
"5186076000","151300","3593","5965.3",""
"5187272000","151300","3594","5966.1",""
"5188406000","151300","3594","5966.9",""
"5189546000","151300","3593","5967.3",""
"5190680000","151300","3594","5968.1",""
"5191755000","151300","3593","5968.4",""
"5192947000","151300","3594","5969.2",""
"5194081000","151300","3594","5969.6",""
"5195214000","151300","3594","5970.4",""
"5196348000","151300","3594","5971.2",""
"5197423000","151300","3594","5971.6",""
"5198614000","151300","3595","5972.4",""
"5199754000","151300","3594","5972.8",""
"5200888000","151300","3594","5973.6",""
"5202022000","151300","3594","5974.4",""
"5203097000","151300","3594","5974.7",""
"5204289000","151300","3594","5975.1",""
"5205422000","151300","3593","5975.9",""
"5206556000","151300","3594","5976.7",""
"5207690000","151300","3594","5977.5",""
"5208771000","151300","3595","5977.9",""
"5209962000","151300","3593","5978.2",""
"5211096000","151300","3594","5979.0",""
"5212229000","151300","3594","5979.8",""
"5213363000","151300","3594","5980.2",""
"5214437000","151300","3593","5980.6",""
"5215628000","151300","3593","5981.4",""
"5216762000","151300","3594","5982.2",""
"5217896000","151300","3594","5982.6",""
"5219034000","151300","3593","5983.4",""
"5220109000","151300","3594","5983.7",""
"5221301000","151300","3593","5984.5",""
"5222435000","151300","3594","5985.3",""
"5223567000","151300","3594","5985.7",""
"5224701000","151300","3594","5986.5",""
"5225776000","151300","3593","5986.9",""
"5226968000","151300","3594","5987.7",""
"5228101000","151300","3594","5988.0",""
"5229245000","151300","3594","5988.8",""
"5230378000","151300","3594","5989.6",""
"5231453000","151300","3595","5990.0",""
"5232645000","151300","3595","5990.8",""
"5233779000","151300","3594","5991.2",""
"5234913000","151300","3594","5992.0",""
"5236047000","151300","3594","5992.8",""
"5237122000","151300","3594","5993.2",""
"5238312000","151300","3594","5993.5",""
"5239451000","151300","3594","5994.3",""
"5240584000","151300","3594","5995.1",""
"5241718000","151300","3594","5995.9",""
"5242794000","151300","3595","5996.3",""
"5243985000","151300","3594","5996.7",""
"5245118000","151300","3594","5997.5",""
"5246252000","151300","3595","5998.3",""
"5247386000","151300","3594","5998.6",""
"5248461000","151300","3594","5999.0",""
"5249658000","151300","3593","5999.8",""
"5250791000","151300","3594","6000.6",""
"5251925000","151300","3594","6001.0",""
"5253057000","151300","3594","6001.8",""
"5254132000","151300","3594","6002.2",""
"5255324000","151300","3594","6003.0",""
"5256457000","151300","3595","6003.8",""
"5257590000","150100","3594","6004.1",""
"5258730000","150100","3594","6004.9",""
"5259798000","150100","3594","6005.3",""
"5260997000","150100","3594","6006.1",""
"5262132000","150100","3595","6006.9",""
"5263267000","150100","3594","6007.3",""
"5264400000","150100","3594","6008.1",""
"5265475000","150100","3594","6008.4",""
"5266666000","150100","3595","6009.2",""
"5267799000","150100","3594","6009.6",""
"5268939000","150100","3594","6010.4",""
"5270073000","150100","3595","6011.2",""
"5271153000","150100","3596","6011.6",""
"5272344000","150100","3595","6012.0",""
"5273478000","150100","3595","6012.8",""
"5274613000","150100","3596","6013.6",""
"5275746000","150100","3596","6014.4",""
"5276821000","150100","3596","6014.7",""
"5278013000","150100","3596","6015.1",""
"5279151000","150100","3595","6015.9",""
"5280284000","150100","3596","6016.7",""
"5281418000","150100","3595","6017.1",""
"5282492000","150100","3596","6017.9",""
"5283683000","150100","3595","6018.2",""
"5284815000","150100","3596","6019.0",""
"5285950000","150100","3596","6019.8",""
"5287083000","150100","3596","6020.2",""
"5288157000","150100","3595","6020.6",""
"5289353000","150100","3595","6021.4",""
"5290486000","150100","3596","6022.2",""
"5291621000","150100","3595","6022.6",""
"5292755000","150100","3596","6023.8",""
"5293829000","150100","3596","6023.8",""
"5295020000","150100","3597","6024.5",""
"5296153000","150100","3597","6025.3",""
"5297286000","150100","3596","6025.7",""
"5298420000","150100","3596","6026.5",""
"5299501000","150100","3595","6026.9",""
"5300693000","150100","3596","6027.7",""
"5301827000","150100","3596","6028.0",""
"5302961000","150100","3596","6028.8",""
"5304094000","150100","3596","6029.6",""
"5305169000","150100","3597","6030.0",""
"5306360000","150100","3597","6030.8",""
"5307493000","150100","3596","6031.2",""
