Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"2587793000","150100","3594","4554.1",""
"2588991000","150100","3594","4554.9",""
"2590125000","150100","3594","4555.7",""
"2591259000","150100","3594","4556.0",""
"2592394000","150100","3594","4556.8",""
"2593469000","150100","3594","4557.2",""
"2594661000","152400","3594","4558.0",""
"2595796000","152400","3594","4558.4",""
"2596929000","152400","3594","4559.2",""
"2598064000","152400","3594","4560.0",""
"2599146000","152400","3594","4560.4",""
"2600339000","152400","3594","4561.2",""
"2601473000","152400","3594","4561.5",""
"2602607000","152400","3593","4562.3",""
"2603741000","152400","3593","4563.1",""
"2604799000","152400","3593","4563.5",""
"2605999000","152400","3593","4563.9",""
"2607132000","152400","3592","4564.7",""
"2608266000","152400","3593","4565.5",""
"2609406000","152400","3593","4566.3",""
"2610481000","152400","3593","4566.6",""
"2611674000","152400","3592","4567.0",""
"2612808000","152400","3593","4567.8",""
"2613943000","152400","3593","4568.6",""
"2615078000","152400","3593","4569.0",""
"2616152000","152400","3592","4569.4",""
"2617343000","152400","3592","4570.2",""
"2618477000","152400","3592","4571.0",""
"2619617000","152400","3592","4571.8",""
"2620750000","152400","3592","4572.1",""
"2621825000","152400","3592","4572.5",""
"2623017000","152400","3592","4573.3",""
"2624151000","152400","3593","4574.1",""
"2625286000","152400","3592","4574.5",""
"2626419000","152400","3592","4575.3",""
"2627494000","152400","3592","4575.6",""
"2628691000","152400","3592","4576.4",""
"2629831000","152400","3592","4577.2",""
"2630965000","152400","3592","4577.6",""
"2632099000","152400","3592","4578.4",""
"2633174000","152400","3592","4578.8",""
"2634367000","152400","3593","4579.6",""
"2635501000","152400","3593","4580.0",""
"2636635000","152400","3592","4580.8",""
"2637769000","152400","3592","4581.6",""
"2638850000","152400","3593","4581.9",""
"2640042000","152400","3593","4582.7",""
"2641177000","152400","3592","4583.1",""
"2642312000","152400","3593","4583.9",""
"2643445000","152400","3593","4584.7",""
"2644520000","152400","3593","4585.1",""
"2645713000","152400","3593","4585.4",""
"2646847000","152400","3593","4586.2",""
"2647982000","152400","3594","4587.0",""
"2649121000","152400","3593","4587.8",""
"2650196000","152400","3594","4588.2",""
"2651388000","152400","3593","4588.6",""
"2652523000","152400","3593","4589.4",""
"2653658000","152400","3593","4590.2",""
"2654792000","152400","3593","4590.6",""
"2655867000","152400","3592","4590.9",""
"2657059000","152400","3592","4591.7",""
"2658194000","152400","3593","4592.5",""
"2659334000","152400","3593","4593.3",""
"2660468000","152400","3593","4593.7",""
"2661543000","152400","3593","4594.1",""
"2662735000","152400","3593","4594.9",""
"2663870000","152400","3594","4595.7",""
"2665004000","152400","3593","4596.0",""
"2666139000","152400","3593","4596.8",""
"2667215000","152400","3593","4597.2",""
"2668408000","152400","3594","4598.0",""
"2669548000","152400","3594","4598.8",""
"2670687000","152400","3593","4599.2",""
"2671820000","152400","3594","4600.0",""
"2672895000","152400","3594","4600.4",""
"2674088000","152400","3595","4601.2",""
"2675222000","152400","3595","4601.5",""
"2676357000","152400","3594","4602.3",""
"2677491000","152400","3594","4603.1",""
"2678566000","152400","3594","4603.5",""
"2679763000","152400","3595","4603.9",""
"2680899000","152400","3594","4604.7",""
"2682033000","152400","3595","4605.5",""
"2683167000","152400","3595","4606.3",""
"2684241000","152400","3596","4606.6",""
"2685432000","152400","3595","4607.0",""
"2686566000","152400","3595","4607.8",""
"2687700000","152400","3595","4608.6",""
"2688840000","152400","3595","4609.0",""
"2689916000","152400","3596","4609.8",""
"2691107000","152400","3594","4610.2",""
"2692241000","152400","3595","4611.0",""
"2693375000","151200","3595","4611.8",""
"2694509000","151200","3595","4612.1",""
"2695576000","151200","3594","4612.5",""
"2696776000","151200","3594","4613.3",""
"2697909000","151200","3595","4614.1",""
"2699050000","151200","3594","4614.5",""
"2700184000","151200","3594","4615.3",""
"2701259000","151200","3594","4615.6",""
"2702451000","151200","3594","4616.4",""
"2703585000","151200","3595","4617.2",""
"2704719000","151200","3594","4617.6",""
"2705853000","151200","3594","4618.4",""
"2706929000","151200","3593","4618.8",""
"2708120000","151200","3594","4619.6",""
"2709261000","151200","3594","4620.0",""
"2710394000","151200","3594","4620.8",""
"2711528000","151200","3594","4621.6",""
"2712609000","151200","3595","4621.9",""
"2713801000","151200","3595","4622.7",""
"2714935000","151200","3594","4623.1",""
"2716070000","151200","3594","4623.9",""
"2717204000","151200","3594","4624.7",""
"2718278000","151200","3594","4625.1",""
"2719475000","151200","3595","4625.9",""
"2720610000","151200","3594","4626.2",""
"2721743000","151200","3595","4627.0",""
"2722877000","151200","3594","4627.9",""
"2723953000","151200","3595","4628.2",""
"2725146000","151200","3594","4628.6",""
"2726280000","151200","3594","4629.4",""
"2727414000","151200","3595","4630.2",""
"2728547000","151200","3594","4630.6",""
"2729628000","151200","3594","4630.9",""
"2730820000","151200","3594","4631.7",""
"2731955000","151200","3594","4632.5",""
"2733088000","151200","3594","4633.3",""
"2734222000","151200","3594","4633.7",""
"2735297000","151200","3594","4634.1",""
"2736488000","151200","3594","4634.9",""
"2737622000","151200","3594","4635.7",""
"2738762000","151200","3594","4636.0",""
"2739896000","151200","3593","4636.8",""
"2740972000","151200","3593","4637.2",""
"2742163000","151200","3594","4638.0",""
"2743298000","151200","3594","4638.8",""
"2744433000","151200","3593","4639.2",""
"2745567000","151200","3594","4640.0",""
"2746643000","151200","3593","4640.4",""
"2747835000","151200","3594","4641.2",""
"2748975000","151200","3594","4641.5",""
"2750109000","151200","3594","4642.3",""
"2751244000","151200","3594","4643.1",""
"2752319000","151200","3594","4643.5",""
"2753510000","151200","3595","4644.3",""
"2754650000","151200","3594","4644.7",""
"2755784000","151200","3595","4645.5",""
"2756918000","151200","3594","4646.3",""
"2757993000","151200","3595","4646.7",""
"2759191000","151200","3594","4647.0",""
"2760325000","151200","3594","4647.8",""
"2761460000","151200","3595","4648.6",""
"2762595000","151200","3595","4649.4",""
"2763670000","151200","3595","4649.8",""
"2764861000","151200","3594","4650.2",""
"2765995000","151200","3595","4651.0",""
"2767130000","151200","3595","4651.8",""
"2768264000","151200","3594","4652.1",""
"2769343000","151200","3594","4652.5",""
"2770536000","151200","3594","4653.3",""
"2771669000","151200","3594","4654.1",""
"2772804000","151200","3595","4654.9",""
"2773937000","151200","3595","4655.3",""
"2775013000","151200","3595","4655.6",""
"2776205000","151200","3594","4656.4",""
"2777339000","151200","3595","4657.2",""
"2778474000","151200","3594","4657.6",""
"2779613000","151200","3594","4658.4",""
"2780689000","151200","3594","4658.8",""
"2781882000","151200","3595","4660.0",""
"2783016000","151200","3595","4660.4",""
"2784150000","151200","3594","4660.8",""
"2785284000","151200","3595","4661.6",""
"2786359000","151200","3595","4661.9",""
"2787550000","151200","3595","4662.7",""
"2788685000","151200","3595","4663.1",""
"2789824000","151200","3594","4663.9",""
"2790958000","151200","3595","4664.7",""
"2792033000","150100","3595","4665.1",""
"2793226000","150100","3595","4665.9",""
"2794361000","150100","3595","4666.2",""
"2795496000","150100","3595","4667.0",""
"2796635000","150100","3595","4667.9",""
"2797710000","150100","3596","4668.2",""
"2798907000","150100","3595","4668.6",""
"2800040000","150100","3595","4669.4",""
"2801174000","150100","3595","4670.2",""
"2802309000","150100","3596","4670.6",""
"2803384000","150100","3596","4671.4",""
"2804577000","150100","3595","4671.7",""
"2805711000","150100","3596","4672.5",""
"2806845000","150100","3596","4673.3",""
"2807979000","150100","3596","4673.7",""
"2809060000","150100","3595","4674.1",""
"2810250000","150100","3595","4674.9",""
"2811384000","150100","3596","4675.7",""
"2812519000","150100","3595","4676.0",""
"2813653000","150100","3595","4676.8",""
"2814712000","150100","3595","4677.2",""
"2815912000","150100","3595","4678.0",""
"2817046000","150100","3595","4678.8",""
"2818181000","150100","3594","4679.2",""
"2819320000","150100","3594","4680.0",""
"2820396000","150100","3594","4680.4",""
"2821587000","150100","3595","4681.2",""
"2822722000","150100","3595","4682.0",""
"2823856000","150100","3594","4682.3",""
"2824990000","150100","3595","4683.1",""
"2826066000","150100","3595","4683.5",""
"2827258000","150100","3596","4684.3",""
"2828391000","150100","3595","4684.7",""
"2829531000","150100","3595","4685.5",""
"2830664000","150100","3595","4686.3",""
"2831741000","150100","3596","4686.7",""
"2832933000","150100","3596","4687.5",""
"2834067000","150100","3595","4687.8",""
"2835201000","150100","3596","4688.6",""
"2836335000","150100","3596","4689.4",""
"2837411000","150100","3596","4689.8",""
"2838608000","150100","3595","4690.2",""
"2839749000","150100","3594","4691.0",""
"2840883000","150100","3595","4691.8",""
"2842017000","150100","3594","4692.1",""
"2843091000","150100","3595","4692.9",""
"2844282000","150100","3594","4693.3",""
"2845417000","150100","3595","4694.1",""
"2846551000","150100","3595","4694.9",""
"2847686000","150100","3594","4695.3",""
"2848766000","150100","3594","4695.6",""
"2849957000","150100","3593","4696.4",""
"2851092000","150100","3594","4697.3",""
"2852227000","150100","3594","4698.1",""
"2853361000","150100","3594","4698.4",""
"2854437000","150100","3594","4698.8",""
"2855628000","150100","3594","4699.6",""
"2856762000","150100","3594","4700.4",""
"2857897000","150100","3594","4700.8",""
"2859037000","150100","3593","4701.6",""
"2860112000","150100","3593","4701.9",""
"2861304000","150100","3593","4702.7",""
"2862439000","150100","3593","4703.5",""
"2863573000","150100","3593","4703.9",""
"2864707000","150100","3594","4704.7",""
"2865783000","150100","3593","4705.1",""
"2866975000","150100","3594","4705.9",""
"2868109000","150100","3593","4706.2",""
"2869249000","150100","3594","4707.1",""
"2870384000","150100","3594","4707.9",""
"2871459000","150100","3595","4708.2",""
"2872652000","150100","3595","4709.0",""
"2873787000","150100","3594","4709.4",""
"2874922000","150100","3595","4710.2",""
"2876056000","150100","3595","4711.0",""
"2877130000","150100","3595","4711.4",""
"2878323000","150100","3595","4711.7",""
"2879466000","150100","3594","4712.5",""
"2880600000","150100","3595","4713.3",""
"2881736000","150100","3595","4714.1",""
"2882811000","150100","3595","4714.5",""
"2884004000","150100","3594","4714.9",""
"2885138000","150100","3595","4715.7",""
"2886271000","150100","3595","4716.5",""
"2887406000","150100","3594","4716.8",""
"2888481000","150100","3594","4717.2",""
"2889679000","150100","3594","4718.0",""
"2890814000","151100","3594","4718.8",""
"2891948000","151100","3595","4719.6",""
"2893082000","151100","3594","4720.0",""
"2894157000","151100","3594","4720.4",""
"2895349000","151100","3594","4721.2",""
"2896484000","151100","3595","4722.0",""
"2897618000","151100","3594","4722.3",""
"2898758000","151100","3595","4723.1",""
"2899834000","151100","3594","4723.5",""
"2901026000","151100","3595","4724.3",""
"2902161000","151100","3595","4725.1",""
"2903295000","151100","3594","4725.5",""
"2904430000","151100","3595","4726.3",""
"2905498000","151100","3595","4726.7",""
"2906698000","151100","3596","4727.5",""
"2907832000","151100","3595","4727.8",""
"2908972000","151100","3595","4728.6",""
"2910106000","151100","3595","4729.4",""
"2911181000","151100","3596","4729.8",""
"2912374000","151100","3596","4730.6",""
"2913509000","151100","3595","4731.0",""
"2914643000","151100","3596","4731.8",""
"2915777000","151100","3596","4732.6",""
"2916852000","151100","3596","4732.9",""
"2918044000","151100","3595","4733.3",""
"2919183000","151100","3595","4734.1",""
"2920317000","151100","3596","4734.9",""
"2921457000","151100","3595","4735.3",""
"2922533000","151100","3596","4736.1",""
"2923723000","151100","3595","4736.4",""
"2924858000","151100","3596","4737.3",""
"2925992000","151100","3596","4738.1",""
"2927126000","151100","3596","4738.4",""
"2928200000","151100","3595","4738.8",""
"2929398000","151100","3595","4739.6",""
"2930533000","151100","3595","4740.4",""
"2931667000","151100","3595","4740.8",""
"2932801000","151100","3595","4741.6",""
"2933877000","151100","3595","4741.9",""
"2935068000","151100","3595","4742.7",""
"2936203000","151100","3596","4743.5",""
"2937336000","151100","3595","4743.9",""
"2938470000","151100","3595","4744.7",""
"2939552000","151100","3594","4745.1",""
"2940744000","151100","3595","4745.9",""
"2941878000","151100","3594","4746.2",""
"2943012000","151100","3594","4747.1",""
"2944147000","151100","3595","4747.9",""
"2945222000","151100","3595","4748.2",""
"2946414000","151100","3595","4749.0",""
"2947549000","151100","3595","4749.4",""
"2948683000","151100","3594","4750.2",""
"2949822000","151100","3595","4751.0",""
"2950897000","151100","3595","4751.4",""
"2952090000","151100","3595","4751.7",""
"2953225000","151100","3594","4752.5",""
"2954358000","151100","3595","4753.3",""
"2955493000","151100","3595","4754.1",""
"2956567000","151100","3596","4754.5",""
"2957759000","151100","3595","4754.9",""
"2958899000","151100","3595","4755.7",""
"2960033000","151100","3595","4756.5",""
"2961167000","151100","3594","4756.9",""
"2962241000","151100","3594","4757.2",""
"2963438000","151100","3594","4758.0",""
"2964572000","151100","3594","4758.8",""
"2965706000","151100","3595","4759.6",""
"2966840000","151100","3595","4760.0",""
"2967916000","151100","3594","4760.4",""
"2969114000","151100","3594","4761.2",""
"2970248000","151100","3595","4762.0",""
"2971382000","151100","3594","4762.3",""
"2972517000","151100","3594","4763.1",""
"2973591000","151100","3593","4763.5",""
"2974783000","151100","3594","4764.3",""
"2975916000","151100","3594","4765.1",""
"2977050000","151100","3594","4765.5",""
"2978184000","151100","3594","4766.3",""
"2979265000","151100","3593","4766.7",""
"2980457000","151100","3594","4767.5",""
"2981591000","151100","3593","4767.8",""
"2982725000","151100","3593","4768.6",""
"2983860000","151100","3594","4769.4",""
"2984934000","151100","3594","4769.8",""
"2986127000","151100","3594","4770.6",""
"2987261000","151100","3594","4771.0",""
"2988395000","151100","3594","4771.8",""
"2989535000","151200","3595","4772.6",""
"2990609000","151200","3594","4772.9",""
"2991802000","151200","3595","4773.3",""
"2992936000","151200","3594","4774.1",""
"2994070000","151200","3594","4774.9",""
"2995205000","151200","3594","4775.7",""
"2996280000","151200","3595","4776.1",""
"2997473000","151200","3594","4776.5",""
"2998606000","151200","3595","4777.3",""
"2999746000","151200","3595","4778.1",""
"3000879000","151200","3594","4778.4",""
"3001955000","151200","3594","4778.8",""
"3003147000","151200","3594","4779.6",""
"3004281000","151200","3594","4780.4",""
"3005420000","151200","3595","4781.2",""
"3006555000","151200","3594","4781.6",""
"3007630000","151200","3595","4781.9",""
"3008828000","151200","3594","4782.7",""
"3009962000","151200","3595","4783.5",""
"3011094000","151200","3594","4783.9",""
"3012229000","151200","3594","4784.7",""
"3013305000","151200","3594","4785.1",""
"3014497000","151200","3595","4785.9",""
"3015631000","151200","3594","4786.2",""
"3016765000","151200","3594","4787.1",""
"3017900000","151200","3594","4787.9",""
"3018981000","151200","3595","4788.2",""
"3020173000","151200","3595","4789.0",""
"3021307000","151200","3594","4789.4",""
"3022441000","151200","3594","4790.2",""
"3023575000","151200","3594","4791.0",""
"3024634000","151200","3594","4791.4",""
"3025836000","151200","3594","4791.7",""
"3026970000","151200","3594","4792.5",""
"3028104000","151200","3594","4793.3",""
"3029244000","151200","3595","4794.1",""
"3030318000","151200","3595","4794.5",""
"3031511000","151200","3595","4794.9",""
"3032645000","151200","3595","4795.7",""
"3033779000","151200","3595","4796.5",""
"3034913000","151200","3594","4796.9",""
"3035987000","151200","3595","4797.2",""
"3037179000","151200","3594","4798.0",""
"3038314000","151200","3595","4798.8",""
"3039453000","151200","3595","4799.6",""
"3040587000","151200","3595","4800.0",""
"3041663000","151200","3594","4800.4",""
"3042854000","151200","3594","4801.2",""
"3043989000","151200","3595","4802.0",""
"3045123000","151200","3594","4802.3",""
"3046257000","151200","3594","4803.1",""
"3047336000","151200","3594","4803.5",""
"3048529000","151200","3594","4804.3",""
"3049668000","151200","3595","4805.1",""
"3050802000","151200","3594","4805.5",""
"3051936000","151200","3594","4806.3",""
"3053011000","151200","3593","4806.7",""
"3054203000","151200","3594","4807.5",""
"3055338000","151200","3594","4807.8",""
"3056472000","151200","3594","4808.6",""
"3057606000","151200","3594","4809.4",""
"3058682000","151200","3595","4809.8",""
"3059880000","151200","3595","4810.6",""
"3061014000","151200","3594","4811.0",""
"3062148000","151200","3594","4811.8",""
"3063283000","151200","3594","4812.6",""
"3064357000","151200","3594","4812.9",""
"3065548000","151200","3594","4813.3",""
"3066683000","151200","3594","4814.1",""
"3067818000","151200","3594","4814.9",""
"3068957000","151200","3595","4815.7",""
"3070033000","151200","3595","4816.1",""
"3071224000","151200","3594","4816.5",""
"3072358000","151200","3595","4817.3",""
"3073493000","151200","3595","4818.1",""
"3074627000","151200","3595","4818.4",""
"3075703000","151200","3594","4818.8",""
"3076895000","151200","3594","4819.6",""
"3078029000","151200","3594","4820.4",""
"3079168000","151200","3595","4821.2",""
"3080301000","151200","3594","4821.6",""
"3081377000","151200","3594","4821.9",""
"3082568000","151200","3594","4822.7",""
"3083702000","151200","3594","4823.5",""
"3084837000","151200","3594","4823.9",""
"3085971000","151200","3593","4824.7",""
"3087046000","151200","3593","4825.1",""
"3088238000","150000","3594","4825.9",""
"3089383000","150000","3594","4826.7",""
"3090517000","150000","3593","4827.1",""
"3091651000","150000","3594","4827.9",""
"3092726000","150000","3594","4828.2",""
"3093918000","150000","3594","4829.0",""
"3095053000","150000","3594","4829.4",""
"3096188000","150000","3593","4830.2",""
"3097322000","150000","3594","4831.0",""
"3098397000","150000","3594","4831.4",""
"3099596000","150000","3595","4832.2",""
"3100730000","150000","3594","4832.5",""
"3101864000","150000","3594","4833.3",""
"3102998000","150000","3594","4834.1",""
"3104073000","150000","3595","4834.5",""
"3105266000","150000","3594","4834.9",""
"3106399000","150000","3594","4835.7",""
"3107533000","150000","3595","4836.5",""
"3108668000","150000","3595","4837.3",""
"3109749000","150000","3596","4837.7",""
"3110940000","150000","3595","4838.0",""
"3112074000","150000","3595","4838.8",""
"3113208000","150000","3595","4839.6",""
"3114342000","150000","3594","4840.0",""
"3115409000","150000","3594","4840.4",""
"3116609000","150000","3594","4841.2",""
"3117743000","150000","3595","4842.0",""
"3118882000","150000","3594","4842.3",""
"3120015000","150000","3594","4843.1",""
"3121091000","150000","3593","4843.5",""
"3122282000","150000","3594","4844.3",""
"3123417000","150000","3594","4845.1",""
"3124551000","150000","3593","4845.5",""
"3125685000","150000","3593","4846.3",""
"3126760000","150000","3592","4846.7",""
"3127953000","150000","3593","4847.5",""
"3129093000","150000","3593","4848.3",""
"3130227000","150000","3593","4848.6",""
"3131366000","150000","3593","4849.4",""
"3132441000","150000","3594","4849.8",""
"3133634000","150000","3594","4850.6",""
"3134769000","150000","3594","4851.0",""
"3135903000","150000","3594","4851.8",""
"3137037000","150000","3594","4852.6",""
"3138113000","150000","3594","4852.9",""
"3139310000","150000","3595","4853.7",""
"3140445000","150000","3594","4854.1",""
"3141580000","150000","3595","4854.9",""
"3142714000","150000","3595","4855.7",""
"3143789000","150000","3595","4856.1",""
"3144980000","150000","3594","4856.5",""
"3146113000","150000","3594","4857.3",""
"3147247000","150000","3595","4858.1",""
"3148383000","150000","3594","4858.4",""
"3149463000","150000","3594","4858.8",""
"3150655000","150000","3593","4859.6",""
"3151789000","150000","3594","4860.4",""
"3152924000","150000","3594","4861.2",""
"3154056000","150000","3594","4861.6",""
"3155132000","150000","3593","4861.9",""
"3156323000","150000","3593","4862.7",""
"3157457000","150000","3594","4863.5",""
"3158591000","150000","3593","4863.9",""
"3159731000","150000","3593","4864.7",""
"3160807000","150000","3593","4865.1",""
"3161998000","150000","3593","4865.9",""
"3163132000","150000","3593","4866.7",""
"3164267000","150000","3593","4867.1",""
"3165402000","150000","3592","4867.9",""
"3166477000","150000","3592","4868.2",""
"3167670000","150000","3593","4869.0",""
"3168810000","150000","3593","4869.4",""
"3169944000","150000","3592","4870.2",""
"3171078000","150000","3593","4871.0",""
"3172153000","150000","3593","4871.4",""
"3173349000","150000","3593","4872.2",""
"3174483000","150000","3593","4872.5",""
"3175618000","150000","3594","4873.3",""
"3176752000","150000","3593","4874.1",""
"3177827000","150000","3594","4874.5",""
"3179025000","150000","3594","4875.3",""
"3180160000","150000","3594","4875.7",""
"3181295000","150000","3595","4876.5",""
"3182429000","150000","3595","4877.3",""
"3183505000","150000","3595","4877.7",""
"3184696000","150000","3594","4878.0",""
"3185830000","150000","3594","4878.8",""
"3186965000","151200","3594","4879.6",""
"3188098000","151200","3593","4880.0",""
"3189178000","151200","3594","4880.8",""
"3190368000","151200","3593","4881.2",""
"3191502000","151200","3594","4882.0",""
"3192637000","151200","3594","4882.8",""
"3193771000","151200","3594","4883.1",""
"3194845000","151200","3593","4883.5",""
"3196037000","151200","3592","4884.3",""
"3197171000","151200","3593","4885.1",""
"3198306000","151200","3593","4885.5",""
"3199445000","151200","3593","4886.3",""
"3200520000","151200","3592","4886.7",""
"3201713000","151200","3593","4887.5",""
"3202848000","151200","3593","4888.3",""
"3203982000","151200","3593","4888.6",""
"3205117000","151200","3593","4889.4",""
"3206191000","151200","3593","4889.8",""
"3207384000","151200","3593","4890.6",""
"3208518000","151200","3594","4891.4",""
"3209658000","151200","3593","4891.8",""
"3210793000","151200","3593","4892.6",""
"3211868000","151200","3593","4892.9",""
"3213061000","151200","3594","4893.7",""
"3214196000","151200","3593","4894.1",""
"3215334000","151200","3594","4894.9",""
"3216469000","151200","3594","4895.7",""
"3217544000","151200","3594","4896.1",""
"3218741000","151200","3595","4896.5",""
"3219876000","151200","3594","4897.3",""
"3221010000","151200","3595","4898.1",""
"3222145000","151200","3595","4898.9",""
"3223220000","151200","3595","4899.2",""
"3224413000","151200","3595","4899.6",""
"3225547000","151200","3594","4900.4",""
"3226682000","151200","3595","4901.2",""
"3227816000","151200","3594","4901.6",""
"3228897000","151200","3595","4902.4",""
"3230088000","151200","3594","4902.7",""
"3231222000","151200","3595","4903.5",""
"3232357000","151200","3595","4904.3",""
"3233492000","151200","3595","4904.7",""
"3234550000","151200","3594","4905.1",""
"3235750000","151200","3594","4905.9",""
"3236884000","151200","3595","4906.7",""
"3238019000","151200","3594","4907.1",""
"3239158000","151200","3594","4907.9",""
"3240233000","151200","3593","4908.2",""
"3241425000","151200","3594","4909.0",""
"3242558000","151200","3594","4909.8",""
"3243692000","151200","3593","4910.2",""
"3244826000","151200","3594","4911.0",""
"3245900000","151200","3594","4911.4",""
"3247093000","151200","3594","4912.2",""
"3248228000","151200","3593","4912.5",""
"3249367000","151200","3593","4913.3",""
"3250501000","151200","3594","4914.1",""
"3251577000","151200","3594","4914.5",""
"3252769000","151200","3595","4915.3",""
"3253903000","151200","3594","4915.7",""
"3255037000","151200","3595","4916.5",""
"3256171000","151200","3594","4917.3",""
"3257251000","151200","3595","4917.7",""
"3258443000","151200","3594","4918.0",""
"3259582000","151200","3594","4918.8",""
"3260717000","151200","3595","4919.6",""
"3261850000","151200","3595","4920.4",""
"3262926000","151200","3595","4920.8",""
"3264118000","151200","3594","4921.2",""
"3265251000","151200","3594","4922.0",""
"3266385000","151200","3595","4922.8",""
"3267520000","151200","3594","4923.1",""
"3268595000","151200","3594","4923.5",""
"3269792000","151200","3593","4924.3",""
"3270927000","151200","3594","4925.1",""
"3272060000","151200","3594","4925.9",""
"3273194000","151200","3594","4926.3",""
"3274270000","151200","3594","4926.7",""
"3275462000","151200","3593","4927.5",""
"3276597000","151200","3594","4928.3",""
"3277731000","151200","3593","4928.6",""
"3278870000","151200","3593","4929.4",""
"3279937000","151200","3593","4929.8",""
"3281137000","151200","3593","4930.6",""
"3282271000","151200","3594","4931.4",""
"3283406000","151200","3593","4931.8",""
"3284540000","151200","3594","4932.6",""
"3285615000","150100","3593","4932.9",""
"3286807000","150100","3593","4933.7",""
"3287942000","150100","3593","4934.1",""
"3289081000","150100","3593","4934.9",""
"3290216000","150100","3593","4935.7",""
"3291291000","150100","3594","4936.1",""
"3292485000","150100","3594","4936.9",""
"3293619000","150100","3593","4937.3",""
"3294753000","150100","3594","4938.1",""
"3295887000","150100","3594","4938.9",""
"3296961000","150100","3594","4939.2",""
"3298154000","150100","3594","4939.6",""
"3299298000","150100","3594","4940.4",""
"3300433000","150100","3594","4941.2",""
"3301567000","150100","3594","4942.0",""
"3302642000","150100","3595","4942.4",""
"3303834000","150100","3594","4942.7",""
"3304969000","150100","3594","4943.5",""
"3306160000","150100","3594","4944.3",""
"3307293000","150100","3594","4944.7",""
"3308367000","150100","3593","4945.1",""
"3309565000","150100","3593","4945.9",""
"3310698000","150100","3594","4946.7",""
"3311832000","150100","3594","4947.5",""
"3312966000","150100","3594","4947.9",""
"3314040000","150100","3594","4948.2",""
"3315232000","150100","3593","4949.0",""
"3316365000","150100","3594","4949.8",""
"3317500000","150100","3593","4950.2",""
"3318632000","150100","3594","4951.0",""
"3319713000","150100","3593","4951.4",""
"3320905000","150100","3594","4952.2",""
"3322039000","150100","3594","4953.0",""
"3323173000","150100","3594","4953.3",""
"3324306000","150100","3594","4954.1",""
"3325373000","150100","3594","4954.5",""
"3326573000","150100","3595","4955.3",""
"3327707000","150100","3594","4955.7",""
"3328846000","150100","3594","4956.5",""
"3329980000","150100","3594","4957.3",""
"3331054000","150100","3594","4957.7",""
"3332246000","150100","3595","4958.5",""
"3333379000","150100","3594","4958.8",""
"3334513000","150100","3595","4959.6",""
"3335647000","150100","3595","4960.4",""
"3336723000","150100","3595","4960.8",""
"3337914000","150100","3594","4961.2",""
"3339053000","150100","3594","4962.0",""
"3340188000","150100","3595","4962.8",""
"3341325000","150100","3594","4963.1",""
"3342401000","150100","3595","4963.9",""
"3343592000","150100","3594","4964.3",""
"3344726000","150100","3595","4965.1",""
"3345859000","150100","3594","4965.9",""
"3346993000","150100","3594","4966.3",""
"3348066000","150100","3593","4966.7",""
"3349264000","150100","3593","4967.5",""
"3350397000","150100","3594","4968.3",""
"3351530000","150100","3593","4968.6",""
"3352664000","150100","3594","4969.4",""
"3353738000","150100","3593","4969.8",""
"3354930000","150100","3594","4970.6",""
"3356065000","150100","3594","4971.4",""
"3357199000","150100","3593","4971.8",""
"3358332000","150100","3593","4972.6",""
"3359413000","150100","3593","4972.9",""
"3360605000","150100","3594","4973.7",""
"3361739000","150100","3594","4974.5",""
"3362874000","150100","3593","4974.9",""
"3364008000","150100","3594","4975.7",""
"3365083000","150100","3594","4976.1",""
"3366274000","150100","3594","4976.9",""
"3367408000","150100","3594","4977.3",""
"3368541000","150100","3593","4978.1",""
"3369680000","150100","3594","4978.9",""
"3370754000","150100","3594","4979.2",""
"3371946000","150100","3595","4980.0",""
"3373080000","150100","3594","4980.4",""
"3374213000","150100","3595","4981.2",""
"3375346000","150100","3594","4982.0",""
"3376421000","150100","3595","4982.4",""
"3377610000","150100","3594","4982.7",""
"3378749000","150100","3594","4983.5",""
"3379884000","150100","3594","4984.3",""
"3381016000","150100","3593","4984.7",""
"3382092000","150100","3594","4985.5",""
"3383288000","150100","3593","4985.9",""
"3384421000","151100","3594","4986.7",""
"3385555000","151100","3594","4987.5",""
"3386689000","151100","3594","4987.9",""
"3387763000","151100","3593","4988.2",""
"3388959000","151100","3592","4989.0",""
"3390092000","151100","3593","4989.8",""
"3391226000","151100","3592","4990.2",""
"3392360000","151100","3592","4991.0",""
"3393435000","151100","3592","4991.4",""
"3394626000","151100","3593","4992.2",""
"3395759000","151100","3593","4993.0",""
"3396893000","151100","3592","4993.3",""
"3398026000","151100","3593","4994.1",""
"3399107000","151100","3592","4994.5",""
"3400298000","151100","3593","4995.3",""
"3401432000","151100","3592","4995.7",""
"3402566000","151100","3592","4996.5",""
"3403699000","151100","3593","4997.3",""
"3404774000","151100","3593","4997.7",""
"3405965000","151100","3593","4998.5",""
"3407099000","151100","3592","4998.8",""
"3408232000","151100","3593","4999.6",""
"3409372000","151100","3593","5000.4",""
"3410447000","151100","3594","5000.8",""
"3411637000","151100","3593","5001.2",""
"3412769000","151100","3593","5002.0",""
"3413903000","151100","3593","5002.8",""
"3415037000","151100","3594","5003.6",""
"3416111000","151100","3594","5004.0",""
"3417303000","151100","3593","5004.3",""
"3418436000","151100","3593","5005.1",""
"3419575000","151100","3594","5005.9",""
"3420709000","151100","3593","5006.3",""
