Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"234657000","72632100","3578","62610.9"
"235738000","72563500","3578","62893.1"
"236818000","72460700","3579","63174.9"
"237676000","72460700","3579","63399.8"
"238924000","72740900","3578","63726.3"
"239782000","72740900","3578","63950.3"
"240781000","72598400","3578","64211.9"
"241861000","72612200","3578","64494.1"
"242719000","72612200","3578","64717.7"
"243969000","72563300","3578","65044.6"
"244827000","72563300","3578","65268.2"
"245825000","72547200","3578","65529.4"
"246684000","72547200","3578","65754.2"
"247677000","72634300","3579","66013.7"
"248791000","72673800","3579","66305.2"
"249783000","72673800","3579","66564.6"
"250647000","72547200","3579","66789.9"
"251640000","72547200","3579","67049.4"
"252499000","72571000","3579","67273.8"
"253747000","72621700","3579","67599.9"
"254605000","72621700","3579","67823.9"
"255598000","72596100","3579","68083.8"
"256457000","72596100","3579","68307.8"
"257450000","72507800","3579","68567.3"
"258564000","72610300","3579","68858.4"
"259556000","72610300","3579","69117.8"
"260641000","72542200","3579","69400.9"
"261721000","72612200","3579","69683.1"
"262580000","72612200","3580","69907.6"
"263829000","72541300","3580","70233.7"
"264688000","72541300","3580","70458.5"
"265681000","72596100","3579","70717.5"
"266761000","72677700","3579","71000.2"
"267620000","72677700","3579","71223.8"
"268868000","72529800","3579","71550.3"
"269727000","72529800","3579","71774.8"
"270725000","72686500","3578","72036.3"
"271584000","72686500","3579","72260.3"
"272576000","72494600","3578","72519.4"
"273690000","72673800","3579","72810.9"
"274683000","72673800","3579","73069.9"
"275542000","72659400","3579","73295.2"
"276534000","72659400","3578","73554.6"
"277393000","72532800","3579","73778.7"
"278641000","72584400","3579","74104.8"
"279500000","72584400","3579","74329.6"
"280498000","72648400","3579","74590.3"
"281357000","72648400","3579","74814.4"
"282351000","72546000","3579","75074.2"
"283464000","72610300","3579","75365.3"
"284458000","72610300","3579","75624.8"
"285539000","72518800","3579","75907.0"
"286398000","72518800","3579","76132.3"
"287395000","72736600","3579","76393.0"
"288509000","72568600","3579","76684.1"
"289502000","72568600","3579","76943.5"
"290367000","72623400","3579","77169.7"
"291359000","72623400","3579","77428.7"
"292218000","72532800","3579","77653.1"
"293467000","72641100","3579","77979.7"
"294325000","72641100","3579","78202.8"
"295318000","72469500","3579","78462.7"
"296177000","72469500","3579","78687.1"
"297169000","72557900","3579","78946.2"
"298288000","72697000","3579","79238.9"
"299281000","72697000","3579","79498.0"
"300145000","72623400","3578","79724.5"
"301139000","72623400","3578","79983.6"
"302219000","72563500","3579","80266.2"
"303333000","72673800","3578","80557.7"
"304326000","72673800","3578","80817.2"
"305185000","72532800","3578","81041.2"
"306178000","72532800","3578","81301.1"
"307258000","72563500","3578","81582.9"
"308372000","72673800","3578","81874.4"
"309366000","72673800","3578","82134.3"
"310452000","72588000","3578","82417.8"
"311311000","72588000","3578","82643.0"
"312304000","72634300","3578","82902.1"
"313640000","72557400","3578","83251.0"
"314499000","72557400","3578","83475.0"
"315492000","72571000","3578","83734.8"
"316573000","72743100","3578","84017.9"
"317432000","72743100","3578","84241.9"
"318680000","72696700","3578","84569.3"
"319538000","72696700","3578","84792.9"
"320536000","72522200","3579","85054.0"
"321395000","72522200","3578","85278.0"
"322388000","72596100","3579","85537.9"
"323503000","72526900","3579","85829.0"
"324494000","72526900","3578","86087.6"
"325353000","72583000","3578","86312.5"
"326346000","72583000","3578","86571.9"
"327204000","72596100","3578","86796.4"
"328452000","72527700","3577","87122.1"
"329317000","72527700","3577","87348.2"
"330314000","72612500","3578","87608.9"
"331174000","72612500","3578","87833.8"
"332168000","72584200","3578","88093.2"
"333283000","72526900","3577","88384.3"
"334276000","72526900","3577","88644.2"
"335356000","72620100","3577","88926.4"
"336215000","72620100","3577","89150.8"
"337208000","72507800","3577","89409.9"
"338323000","72673800","3578","89701.4"
"339315000","72673800","3578","89960.4"
"340178000","72572200","3578","90186.1"
"341171000","72572200","3578","90446.0"
"342031000","72609200","3578","90670.4"
"343279000","72641100","3578","90997.0"
"344138000","72641100","3578","91221.0"
"345130000","72557900","3578","91480.4"
"345988000","72557900","3577","91704.4"
"346982000","72532800","3578","91963.9"
"348096000","72779000","3578","92255.8"
"349088000","72779000","3578","92514.4"
"349946000","72583000","3578","92739.3"
"350945000","72583000","3578","93000.0"
"352026000","72565600","3578","93282.7"
"353141000","72632100","3578","93574.2"
"354134000","72632100","3578","93833.6"
"354991000","72646400","3578","94058.1"
"355984000","72646400","3578","94317.1"
"357064000","72586000","3578","94599.7"
"358179000","72673800","3578","94891.3"
"359171000","72673800","3578","95150.3"
"360257000","72519900","3578","95433.8"
"361116000","72519900","3578","95659.1"
"362108000","72722700","3578","95918.5"
"363223000","72421800","3578","96209.2"
"364216000","72421800","3578","96469.5"
"365075000","72659400","3577","96693.5"
"366068000","72659400","3578","96952.9"
"366926000","72659400","3578","97177.8"
"368174000","72490500","3578","97503.5"
"369033000","72490500","3578","97728.3"
"370031000","72686500","3578","97989.5"
"370889000","72686500","3578","98213.1"
"371887000","72572200","3578","98474.2"
"373000000","72715600","3578","98765.7"
"373994000","72715600","3578","99025.2"
"374852000","72532800","3578","99249.2"
"375845000","72532800","3578","99508.6"
"376926000","72654200","3579","99791.7"
"378039000","72652100","3578","100082.8"
"379032000","72652100","3579","100342.3"
"379890000","72621200","3578","100566.7"
"380888000","72621200","3578","100827.8"
"381969000","72531600","3578","101109.7"
"383084000","72632100","3579","101401.2"
"384077000","72632100","3579","101660.6"
"385158000","72620100","3578","101943.3"
"386017000","72620100","3579","102168.1"
"387010000","72697600","3578","102428.0"
"388124000","72568600","3578","102719.1"
"389116000","72568600","3578","102978.1"
"389981000","72585300","3578","103204.2"
"390974000","72585300","3578","103464.1"
"391832000","72596100","3578","103688.1"
"393081000","72547200","3578","104014.2"
"393940000","72547200","3578","104239.1"
"394932000","72621200","3578","104498.1"
"395791000","72621200","3578","104723.0"
"396784000","72697600","3579","104982.9"
"397898000","72610300","3578","105274.0"
"398890000","72610300","3578","105533.4"
"399748000","72557900","3578","105757.4"
"400747000","72557900","3578","106018.6"
"401827000","72553900","3578","106300.4"
"402942000","72632100","3578","106591.9"
"403939000","72632100","3578","106852.6"
"404798000","72610300","3578","107077.0"
"405791000","72610300","3578","107336.9"
"406872000","72563500","3578","107618.7"
"407986000","72673800","3578","107910.2"
"408979000","72673800","3578","108170.1"
"410065000","72610300","3578","108453.6"
"410924000","72610300","3579","108678.0"
"411916000","72722700","3578","108938.3"
"413030000","72463400","3578","109229.0"
"414028000","72463400","3578","109490.1"
"414887000","72648400","3578","109714.6"
"415880000","72648400","3578","109974.0"
"416739000","72634300","3578","110198.9"
"417988000","72641100","3578","110525.4"
"418847000","72641100","3577","110749.4"
"419838000","72519700","3577","111008.5"
"420703000","72519700","3577","111233.7"
"421695000","72585300","3577","111493.6"
"422809000","72568600","3577","111784.7"
"423802000","72568600","3577","112044.2"
"424660000","72659400","3577","112269.0"
"425654000","72659400","3577","112528.5"
"426735000","72541200","3577","112810.7"
"427849000","72673800","3578","113102.2"
"428843000","72673800","3577","113362.1"
"429701000","72571000","3578","113586.1"
"430700000","72571000","3578","113847.2"
"431781000","72565600","3578","114129.5"
"432895000","72673800","3577","114421.0"
"433889000","72673800","3577","114680.9"
"434969000","72563500","3577","114962.7"
"435827000","72563500","3577","115187.1"
"436820000","72621200","3577","115446.6"
"437933000","72610300","3576","115737.7"
"438926000","72610300","3577","115997.1"
"439784000","72621200","3577","116221.5"
"440783000","72621200","3577","116481.8"
"441641000","72585300","3577","116706.7"
"442888000","72527700","3577","117032.4"
"443748000","72527700","3578","117257.2"
"444740000","72722700","3577","117517.1"
"445599000","72722700","3577","117741.1"
"446591000","72557900","3577","118000.6"
"447705000","72568600","3578","118291.7"
"448698000","72568600","3578","118551.1"
"449556000","72621200","3578","118775.6"
"450556000","72621200","3579","119036.3"
"451636000","72622000","3578","119319.3"
"452750000","72463400","3578","119610.0"
"453743000","72463400","3579","119869.9"
"454824000","72676600","3580","120152.5"
"455687000","72676600","3579","120378.2"
"456680000","72522200","3579","120637.3"
"457795000","72673800","3579","120928.8"
"458787000","72673800","3579","121188.2"
"459867000","72664900","3579","121470.9"
"460731000","72664900","3578","121696.2"
"461724000","72459000","3579","121955.2"
"462838000","72842300","3579","122247.6"
"463830000","72842300","3579","122506.6"
"464689000","72494600","3579","122730.6"
"465683000","72494600","3579","122990.1"
"466541000","72659400","3579","123214.9"
"467788000","72527700","3579","123540.6"
"468647000","72527700","3580","123764.6"
"469638000","72519700","3579","124023.6"
"470502000","72519700","3579","124250.2"
"471494000","72698600","3579","124509.2"
"472609000","72632100","3579","124800.7"
"473601000","72632100","3578","125059.3"
"474460000","72494600","3579","125283.8"
"475453000","72494600","3579","125543.7"
"476533000","72676600","3578","125826.3"
"477647000","72463400","3579","126117.0"
"478640000","72463400","3578","126376.4"
"479720000","72608400","3578","126658.7"
"480583000","72608400","3578","126884.4"
"481578000","72535300","3578","127143.8"
"482912000","72714800","3578","127493.1"
"483770000","72714800","3578","127716.7"
"484764000","72507800","3579","127976.6"
"485843000","72763900","3578","128259.2"
"486701000","72763900","3578","128483.3"
"487949000","72607400","3579","128809.8"
"488809000","72607400","3579","129034.2"
"489801000","72532800","3578","129293.3"
"490666000","72532800","3578","129519.4"
"491657000","72610300","3578","129778.4"
"492772000","72632100","3578","130069.9"
"493764000","72632100","3578","130328.9"
"494623000","72659400","3578","130554.2"
"495616000","72659400","3578","130813.7"
"496475000","72596100","3578","131038.1"
"497728000","72661900","3577","131365.9"
"498587000","72661900","3577","131589.9"
"499580000","72469500","3577","131849.0"
"500444000","72469500","3577","132075.1"
"501437000","72686500","3577","132335.0"
"502551000","72673800","3577","132626.5"
"503544000","72673800","3577","132885.5"
"504625000","72620100","3577","133168.6"
"505484000","72620100","3577","133392.6"
"506477000","72571000","3577","133652.5"
"507811000","72627000","3577","134001.3"
"508669000","72627000","3577","134224.9"
"509668000","72459000","3577","134485.7"
"510754000","72723800","3577","134770.0"
"511613000","72723800","3577","134994.9"
"512861000","72619000","3577","135321.0"
"513720000","72619000","3577","135545.0"
"514713000","72596100","3577","135804.9"
"515572000","72596100","3577","136029.3"
"516565000","72571000","3577","136288.7"
"517679000","72463400","3577","136579.4"
"518671000","72463400","3577","136839.3"
"519530000","72583000","3578","137062.9"
"520528000","72583000","3578","137324.4"
"521386000","72648400","3578","137548.4"
"522635000","72641100","3578","137875.0"
"523494000","72641100","3578","138099.4"
"524487000","72571000","3579","138358.9"
"525345000","72571000","3578","138583.7"
"526338000","72557900","3577","138842.3"
"527452000","72568600","3577","139133.4"
"528445000","72568600","3578","139393.3"
"529525000","72699000","3578","139676.0"
"530611000","72508000","3578","139959.4"
"531469000","72508000","3577","140184.7"
"532718000","72696700","3578","140510.8"
"533576000","72696700","3578","140735.3"
"534570000","72596100","3578","140994.7"
"535651000","72526200","3578","141277.0"
"536509000","72526200","3578","141501.4"
"537757000","72529800","3578","141827.1"
"538616000","72529800","3577","142051.9"
"539613000","72635400","3578","142312.2"
"540476000","72635400","3578","142537.5"
"541469000","72547200","3578","142797.0"
"542583000","72568600","3578","143088.1"
"543576000","72568600","3577","143347.5"
"544434000","72621200","3578","143571.9"
"545427000","72621200","3578","143831.4"
"546285000","72621200","3578","144055.8"
"547533000","72490500","3578","144381.5"
"548391000","72490500","3577","144605.9"
"549384000","72659400","3577","144865.8"
"550248000","72659400","3577","145091.1"
"551241000","72648400","3577","145351.4"
"552355000","72463400","3577","145642.1"
"553349000","72463400","3577","145901.9"
"554429000","72620100","3578","146184.2"
"555508000","72503600","3578","146466.0"
"556367000","72503600","3578","146690.8"
"557616000","72674600","3578","147017.4"
"558474000","72674600","3578","147241.0"
"559466000","72519700","3577","147500.4"
"560552000","72615900","3577","147784.3"
"561411000","72615900","3577","148009.2"
"562659000","72529800","3577","148334.5"
"563519000","72529800","3577","148559.7"
"564512000","72672500","3577","148819.2"
"565370000","72672500","3577","149042.8"
"566363000","72557900","3577","149302.7"
"567476000","72505100","3577","149593.3"
"568469000","72505100","3577","149853.2"
"569328000","72596100","3577","150077.2"
"570326000","72596100","3577","150338.4"
"571185000","72585300","3577","150562.4"
"572434000","72697700","3577","150889.3"
"573292000","72697700","3577","151113.3"
"574285000","72532800","3577","151372.8"
"575144000","72532800","3578","151597.6"
"576138000","72634300","3578","151857.1"
"577252000","72568600","3578","152148.2"
"578245000","72568600","3578","152408.1"
"579325000","72586000","3578","152689.9"
"580189000","72586000","3577","152915.1"
"581187000","72574500","3578","153176.3"
"582301000","72463400","3577","153467.0"
"583293000","72463400","3578","153726.4"
"584151000","72709700","3578","153951.3"
"585144000","72709700","3577","154210.7"
"586001000","72583000","3577","154434.7"
"587249000","72584400","3576","154760.8"
"588108000","72584400","3577","154985.3"
"589101000","72532800","3577","155244.3"
"589965000","72532800","3577","155470.0"
"590957000","72648400","3577","155729.9"
"592072000","72568600","3577","156021.0"
"593064000","72568600","3577","156280.8"
"593923000","72532800","3577","156504.4"
"594916000","72532800","3577","156764.7"
"595996000","72642500","3578","157046.5"
"597109000","72652100","3577","157337.6"
"598102000","72652100","3577","157596.7"
"598960000","72621200","3577","157821.5"
"599954000","72621200","3577","158081.0"
"601040000","72509300","3577","158364.5"
"602155000","72632100","3577","158656.0"
"603147000","72632100","3576","158915.9"
"604227000","72608400","3576","159197.7"
"605086000","72608400","3576","159422.5"
"606078000","72621200","3576","159681.6"
"607414000","72645100","3577","160030.9"
"608273000","72645100","3577","160254.9"
"609267000","72482700","3577","160514.3"
"610353000","72615900","3577","160798.3"
"611212000","72615900","3577","161022.3"
"612460000","72563300","3577","161348.8"
"613318000","72563300","3577","161572.8"
"614311000","72557900","3577","161832.3"
"615174000","72557900","3577","162058.0"
"616166000","72723600","3577","162317.8"
"617281000","72316700","3577","162608.1"
"618274000","72316700","3578","162868.0"
"619132000","72722700","3578","163092.8"
"620131000","72722700","3578","163353.1"
"620989000","72497200","3578","163577.5"
"622237000","72715600","3577","163904.1"
"623100000","72715600","3577","164129.4"
"624092000","72597300","3576","164388.8"
"624950000","72597300","3576","164612.0"
"625943000","72532800","3576","164872.3"
"627057000","72568600","3576","165163.4"
"628050000","72568600","3576","165422.0"
"629130000","72551800","3576","165704.6"
"629994000","72551800","3577","165930.3"
"630987000","72560300","3576","166189.8"
"632102000","72526900","3576","166480.9"
"633095000","72526900","3576","166740.7"
"633954000","72697600","3577","166965.6"
"634947000","72697600","3577","167225.1"
"635806000","72507800","3577","167449.1"
"637055000","72641100","3577","167775.6"
"637913000","72641100","3577","168000.0"
"638905000","72646400","3577","168259.5"
"639764000","72646400","3577","168483.9"
"640762000","72522200","3577","168744.2"
"641876000","72632100","3578","169035.7"
"642868000","72632100","3577","169294.3"
"643726000","72608100","3577","169519.2"
"644719000","72608100","3577","169778.6"
"645800000","72597700","3576","170061.3"
"646915000","72568600","3577","170352.4"
"647907000","72568600","3577","170611.8"
"648767000","72697600","3577","170837.1"
"649760000","72697600","3577","171096.6"
"650846000","72588000","3576","171380.5"
"651961000","72421800","3577","171671.2"
"652954000","72421800","3577","171931.0"
"654034000","72642500","3577","172213.3"
"654893000","72642500","3577","172437.7"
"655885000","72557900","3577","172696.7"
"656999000","72673800","3577","172988.3"
"657992000","72673800","3577","173247.7"
"658850000","72557900","3577","173471.7"
"659843000","72557900","3577","173731.2"
"660707000","72560300","3577","173956.9"
"661956000","72641100","3578","174283.4"
"662815000","72641100","3577","174508.3"
"663808000","72571000","3578","174767.3"
"664666000","72571000","3577","174991.7"
"665663000","72597300","3577","175252.0"
"666776000","72715600","3577","175543.5"
"667769000","72715600","3576","175802.6"
"668627000","72494600","3577","176026.6"
"669619000","72494600","3576","176286.4"
"670705000","72598700","3575","176569.5"
"671818000","72610300","3576","176860.6"
"672812000","72610300","3576","177120.1"
"673670000","72634300","3576","177344.9"
"674664000","72634300","3576","177604.4"
"675744000","72507000","3576","177886.2"
"676858000","72715600","3577","178177.7"
"677852000","72715600","3577","178437.6"
"678932000","72597700","3576","178719.8"
"679790000","72597700","3576","178944.2"
"680788000","72585300","3576","179205.0"
"681903000","72568600","3576","179496.1"
"682895000","72568600","3576","179755.1"
"683754000","72621200","3576","179979.9"
"684746000","72621200","3576","180239.0"
"685606000","72507800","3576","180463.4"
"686854000","72678300","3576","180789.9"
"687712000","72678300","3575","181014.4"
"688705000","72596100","3575","181273.8"
"689563000","72596100","3575","181497.4"
"690561000","72547200","3575","181758.6"
"691675000","72820800","3575","182050.5"
"692667000","72820800","3575","182309.5"
"693526000","72431300","3576","182533.1"
"694518000","72431300","3575","182792.6"
"695599000","72620100","3575","183075.2"
"696714000","72673800","3575","183366.7"
"697706000","72673800","3576","183625.3"
"698785000","72540100","3576","183907.6"
"699644000","72540100","3576","184132.4"
"700643000","72535300","3576","184392.7"
"701757000","72632100","3576","184684.2"
"702750000","72632100","3576","184944.1"
"703830000","72586000","3576","185225.9"
"704688000","72586000","3575","185450.4"
"705681000","72709700","3575","185710.2"
"706806000","72596000","3575","186004.3"
"707798000","72596000","3575","186263.3"
"708656000","72583000","3575","186487.7"
"709649000","72583000","3574","186746.3"
"710513000","72560300","3574","186972.9"
"711762000","72453300","3574","187298.6"
"712620000","72453300","3574","187523.4"
"713613000","72684600","3573","187782.9"
"714472000","72684600","3574","188006.9"
"715464000","72596100","3575","188266.8"
"716578000","72610300","3575","188557.9"
"717571000","72610300","3575","188817.3"
"718429000","72532800","3575","189041.3"
"719423000","72532800","3575","189301.2"
"720514000","72578300","3575","189586.0"
"721628000","72463400","3576","189876.6"
"722621000","72463400","3576","190136.5"
"723701000","72699000","3576","190419.2"
"724560000","72699000","3576","190643.2"
"725553000","72596100","3576","190903.1"
"726888000","72592200","3575","191251.9"
"727747000","72592200","3575","191476.0"
"728740000","72546000","3576","191735.8"
"729820000","72720800","3576","192018.5"
"730684000","72720800","3576","192244.2"
"731932000","72464900","3575","192569.5"
"732791000","72464900","3576","192793.9"
"733784000","72596100","3577","193053.3"
"734642000","72596100","3576","193277.8"
"735635000","72621200","3575","193537.2"
"736748000","72399800","3575","193827.5"
"737741000","72399800","3576","194086.9"
"738599000","72684600","3576","194311.8"
"739592000","72684600","3576","194570.8"
"740456000","72497200","3575","194796.5"
"741704000","72772300","3576","195123.5"
"742564000","72772300","3576","195347.1"
"743556000","72571000","3576","195607.4"
"744415000","72571000","3576","195831.8"
"745409000","72571000","3576","196091.2"
"746522000","72505100","3576","196381.9"
"747515000","72505100","3576","196641.8"
"748595000","72586000","3576","196923.6"
"749459000","72586000","3576","197149.7"
"750458000","72612500","3576","197410.4"
"751794000","72522600","3576","197759.3"
"752653000","72522600","3576","197984.2"
"753646000","72634300","3575","198243.6"
"754726000","72503600","3576","198525.4"
"755585000","72503600","3576","198750.3"
"756831000","72629500","3577","199076.0"
"757691000","72629500","3576","199301.3"
"758683000","72659400","3576","199560.3"
"759541000","72659400","3577","199784.3"
"760540000","72585300","3577","200045.5"
"761654000","72421800","3577","200336.1"
"762647000","72421800","3577","200596.4"
"763506000","72659400","3577","200820.4"
"764499000","72659400","3577","201079.9"
"765358000","72697600","3576","201305.2"
"766606000","72396600","3576","201630.4"
"767464000","72396600","3576","201854.9"
"768456000","72646400","3576","202114.3"
"769315000","72646400","3576","202338.7"
