Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"4876114000","122500","3596","5059.8"
"4876973000","122500","3595","5060.2"
"4877965000","122500","3596","5061.0"
"4878823000","122500","3596","5061.4"
"4879821000","122500","3596","5061.8"
"4880936000","122500","3596","5062.1"
"4881930000","122500","3597","5062.5"
"4882788000","122500","3596","5062.9"
"4883780000","122500","3595","5063.3"
"4884638000","122500","3595","5063.7"
"4885885000","122500","3595","5064.4"
"4886743000","122500","3595","5064.8"
"4887736000","122500","3595","5065.2"
"4888594000","122500","3595","5065.6"
"4889593000","122500","3596","5066.0"
"4890706000","122500","3596","5066.3"
"4891699000","122500","3596","5066.7"
"4892557000","122500","3596","5067.1"
"4893549000","122500","3595","5067.9"
"4894407000","122500","3594","5067.9"
"4895656000","122500","3595","5068.7"
"4896514000","122500","3594","5069.0"
"4897506000","122500","3594","5069.4"
"4898365000","122500","3594","5069.8"
"4899368000","122500","3594","5070.2"
"4900481000","122500","3594","5070.5"
"4901474000","122500","3594","5071.3"
"4902333000","122500","3594","5071.3"
"4903325000","122500","3594","5072.1"
"4904184000","122500","3594","5072.5"
"4905432000","122500","3594","5072.9"
"4906290000","122500","3594","5073.2"
"4907283000","122500","3594","5073.6"
"4908141000","122500","3594","5074.0"
"4909134000","122500","3593","5074.4"
"4910253000","122500","3593","5074.7"
"4911245000","122500","3593","5075.5"
"4912104000","122500","3594","5075.9"
"4913097000","122500","3594","5076.3"
"4913956000","122500","3594","5076.7"
"4915204000","122500","3594","5077.1"
"4916062000","122500","3594","5077.4"
"4917055000","122500","3594","5077.8"
"4917913000","122500","3594","5078.2"
"4918905000","122500","3594","5079.0"
"4920025000","122500","3594","5079.4"
"4921017000","122500","3594","5079.8"
"4921876000","122500","3594","5080.1"
"4922869000","122500","3594","5080.5"
"4923728000","122500","3594","5080.9"
"4924976000","122500","3594","5081.3"
"4925834000","122500","3594","5081.6"
"4926827000","122500","3594","5082.4"
"4927686000","122500","3594","5082.4"
"4928679000","122500","3594","5083.2"
"4929798000","122500","3594","5083.6"
"4930791000","122500","3594","5084.0"
"4931649000","122500","3594","5084.3"
"4932642000","122500","3594","5084.7"
"4933500000","122500","3594","5085.1"
"4934749000","122500","3595","5085.9"
"4935606000","122500","3594","5085.9"
"4936600000","122500","3595","5086.6"
"4937458000","122500","3594","5087.0"
"4938450000","122500","3594","5087.4"
"4939570000","122500","3594","5087.8"
"4940562000","122500","3595","5088.2"
"4941425000","122500","3595","5088.5"
"4942417000","122500","3595","5088.9"
"4943275000","122500","3595","5089.3"
"4944524000","122500","3595","5090.1"
"4945382000","122500","3595","5090.5"
"4946376000","122500","3596","5090.9"
"4947234000","122500","3596","5091.2"
"4948226000","122500","3596","5091.6"
"4949346000","122500","3596","5092.0"
"4950338000","122500","3595","5092.4"
"4951197000","122500","3595","5092.7"
"4952190000","122500","3596","5093.5"
"4953048000","122500","3596","5093.9"
"4954297000","122500","3596","5094.3"
"4955156000","122500","3596","5094.7"
"4956149000","122500","3596","5095.1"
"4957008000","122500","3596","5095.4"
"4958001000","122500","3596","5095.8"
"4959114000","122500","3596","5096.2"
"4960112000","122500","3596","5097.0"
"4960971000","122500","3596","5097.4"
"4961963000","122500","3597","5097.7"
"4962821000","122500","3596","5098.1"
"4964070000","122500","3596","5098.5"
"4964929000","122500","3596","5098.9"
"4965921000","122500","3597","5099.3"
"4966779000","122500","3596","5099.6"
"4967772000","122500","3597","5100.4"
"4968886000","122500","3597","5100.8"
"4969885000","122500","3597","5101.2"
"4970743000","122500","3597","5101.6"
"4971736000","122500","3597","5102.0"
"4972594000","122500","3597","5102.3"
"4973842000","122500","3597","5102.7"
"4974700000","122500","3597","5103.1"
"4975693000","122500","3596","5103.9"
"4976551000","122500","3596","5103.9"
"4977544000","122500","3596","5104.6"
"4978658000","122500","3596","5105.0"
"4979657000","122500","3597","5105.4"
"4980514000","122500","3596","5105.8"
"4981508000","122500","3596","5106.2"
"4982366000","121400","3596","5106.5"
"4983620000","121400","3596","5107.3"
"4984477000","121400","3597","5107.7"
"4985471000","121400","3596","5108.1"
"4986330000","121400","3597","5108.5"
"4987321000","121400","3597","5108.8"
"4988434000","121400","3597","5109.2"
"4989432000","121400","3597","5109.6"
"4990289000","121400","3597","5110.0"
"4991282000","121400","3597","5110.8"
"4992141000","121400","3597","5110.8"
"4993389000","121400","3597","5111.5"
"4994247000","121400","3597","5111.9"
"4995240000","121400","3597","5112.3"
"4996098000","121400","3597","5112.7"
"4997092000","121400","3597","5113.1"
"4998205000","121400","3597","5113.4"
"4999204000","121400","3597","5114.2"
"5000061000","121400","3597","5114.2"
"5001053000","121400","3597","5115.0"
"5001912000","121400","3597","5115.4"
"5003160000","121400","3597","5115.7"
"5004018000","121400","3596","5116.1"
"5005012000","121400","3596","5116.5"
"5005869000","121400","3596","5116.9"
"5006862000","121400","3596","5117.3"
"5007975000","121400","3596","5117.6"
"5008968000","121400","3597","5118.4"
"5009831000","121400","3597","5118.8"
"5010824000","121400","3596","5119.2"
"5011682000","121400","3597","5119.6"
"5012930000","121400","3597","5119.9"
"5013789000","121400","3597","5120.3"
"5014781000","121400","3597","5120.7"
"5015640000","121400","3597","5121.1"
"5016632000","121400","3597","5121.9"
"5017746000","121400","3596","5122.3"
"5018738000","121400","3597","5122.6"
"5019602000","121400","3597","5123.0"
"5020595000","121400","3597","5123.4"
"5021453000","121400","3597","5123.8"
"5022702000","121400","3597","5124.1"
"5023560000","121400","3597","5124.5"
"5024553000","121400","3597","5125.3"
"5025416000","121400","3597","5125.7"
"5026408000","121400","3597","5126.1"
"5027522000","121400","3597","5126.5"
"5028515000","121400","3597","5126.8"
"5029378000","121400","3598","5127.2"
"5030371000","121400","3597","5127.6"
"5031229000","121400","3597","5128.0"
"5032477000","121400","3597","5128.8"
"5033335000","121400","3597","5129.2"
"5034328000","121400","3597","5129.5"
"5035186000","121400","3596","5129.9"
"5036178000","121400","3596","5130.3"
"5037291000","121400","3596","5130.7"
"5038285000","121400","3596","5131.0"
"5039144000","121400","3596","5131.4"
"5040142000","121400","3595","5131.8"
"5040999000","121400","3596","5132.2"
"5042248000","121400","3596","5133.0"
"5043106000","121400","3596","5133.4"
"5044098000","121400","3596","5133.7"
"5044956000","121400","3596","5134.1"
"5045949000","121400","3597","5134.5"
"5047062000","121400","3597","5134.9"
"5048056000","121400","3596","5135.2"
"5048914000","121400","3597","5135.6"
"5049911000","121400","3596","5136.4"
"5050769000","121400","3596","5136.8"
"5052017000","121400","3596","5137.2"
"5052875000","121400","3596","5137.6"
"5053868000","121400","3596","5137.9"
"5054727000","121400","3596","5138.3"
"5055719000","121400","3596","5138.7"
"5056833000","121400","3596","5139.1"
"5057825000","121400","3596","5139.9"
"5058683000","121400","3596","5140.3"
"5059682000","121400","3596","5140.6"
"5060540000","121400","3596","5141.0"
"5061789000","121400","3596","5141.4"
"5062647000","121400","3596","5141.8"
"5063640000","121400","3596","5142.1"
"5064498000","121400","3596","5142.5"
"5065491000","121400","3595","5142.9"
"5066604000","121400","3596","5143.7"
"5067601000","121400","3596","5144.1"
"5068459000","121400","3595","5144.5"
"5069457000","121400","3595","5144.8"
"5070316000","121400","3595","5145.2"
"5071565000","121400","3595","5145.6"
"5072424000","121400","3596","5146.0"
"5073416000","121400","3595","5146.3"
"5074273000","121400","3595","5146.7"
"5075266000","121400","3595","5147.5"
"5076380000","121400","3595","5147.9"
"5077373000","121400","3595","5148.3"
"5078232000","121400","3595","5148.7"
"5079230000","121400","3595","5149.0"
"5080088000","121400","3596","5149.4"
"5081336000","121400","3595","5149.8"
"5082195000","121400","3595","5150.2"
"5083186000","121400","3595","5151.0"
"5084045000","121400","3595","5151.4"
"5085037000","121400","3595","5151.7"
"5086150000","121400","3595","5152.1"
"5087143000","121400","3595","5152.5"
"5088002000","121400","3595","5152.9"
"5088994000","121400","3596","5153.2"
"5089858000","121400","3595","5153.6"
"5091107000","121400","3595","5154.4"
"5091965000","121400","3595","5154.4"
"5092957000","121400","3596","5155.2"
"5093816000","121400","3595","5155.6"
"5094808000","121400","3595","5155.9"
"5095921000","121400","3595","5156.3"
"5096914000","121400","3596","5156.7"
"5097773000","121400","3596","5157.1"
"5098765000","121400","3595","5157.4"
"5099629000","121400","3595","5157.8"
"5100877000","122100","3595","5158.6"
"5101736000","122100","3595","5159.0"
"5102728000","122100","3596","5159.4"
"5103586000","122100","3595","5159.8"
"5104580000","122100","3596","5160.1"
"5105694000","122100","3596","5160.5"
"5106687000","122100","3596","5160.9"
"5107545000","122100","3595","5161.3"
"5108538000","122100","3596","5162.1"
"5109405000","122100","3596","5162.5"
"5110653000","122100","3596","5162.8"
"5111512000","122100","3596","5163.2"
"5112506000","122100","3596","5163.6"
"5113364000","122100","3597","5164.0"
"5114357000","122100","3597","5164.3"
"5115471000","122100","3596","5164.7"
"5116464000","122100","3596","5165.5"
"5117322000","122100","3596","5165.9"
"5118315000","122100","3596","5166.3"
"5119174000","122100","3597","5166.7"
"5120426000","122100","3597","5167.0"
"5121285000","122100","3597","5167.4"
"5122278000","122100","3597","5167.8"
"5123137000","122100","3597","5168.2"
"5124129000","122100","3596","5168.5"
"5125242000","122100","3597","5169.3"
"5126235000","122100","3597","5169.7"
"5127093000","122100","3597","5170.1"
"5128086000","122100","3597","5170.5"
"5128945000","122100","3597","5170.9"
"5130199000","122100","3597","5171.2"
"5131057000","122100","3597","5171.6"
"5132050000","122100","3596","5172.0"
"5132907000","122100","3596","5172.4"
"5133900000","122100","3597","5173.2"
"5135014000","122100","3597","5173.5"
"5136007000","122100","3597","5173.9"
"5136866000","122100","3597","5174.3"
"5137859000","122100","3597","5174.7"
"5138717000","122100","3597","5175.1"
"5139972000","122100","3596","5175.4"
"5140829000","122100","3597","5175.8"
"5141821000","122100","3597","5176.6"
"5142680000","122100","3597","5177.0"
"5143673000","122100","3597","5177.4"
"5144787000","122100","3597","5177.7"
"5145780000","122100","3597","5178.1"
"5146639000","122100","3597","5178.5"
"5147631000","122100","3597","5178.9"
"5148489000","122100","3597","5179.3"
"5149742000","122100","3597","5180.1"
"5150600000","122100","3597","5180.4"
"5151597000","122100","3597","5180.8"
"5152456000","122100","3597","5181.2"
"5153448000","122100","3597","5181.6"
"5154562000","122100","3597","5181.9"
"5155554000","122100","3597","5182.3"
"5156413000","122100","3597","5182.7"
"5157405000","122100","3597","5183.5"
"5158264000","122100","3596","5183.5"
"5159517000","122100","3596","5184.3"
"5160374000","122100","3596","5184.6"
"5161367000","122100","3596","5185.0"
"5162225000","122100","3596","5185.4"
"5163218000","122100","3596","5185.8"
"5164332000","122100","3596","5186.1"
"5165324000","122100","3596","5186.5"
"5166182000","122100","3595","5186.9"
"5167174000","122100","3596","5187.7"
"5168033000","122100","3595","5188.1"
"5169286000","122100","3595","5188.5"
"5170145000","122100","3595","5188.8"
"5171138000","122100","3595","5189.2"
"5171996000","122100","3595","5189.6"
"5172990000","122100","3595","5190.0"
"5174104000","122100","3595","5190.3"
"5175096000","122100","3595","5191.2"
"5175953000","122100","3595","5191.5"
"5176946000","122100","3595","5191.9"
"5177804000","122100","3596","5192.3"
"5179053000","122100","3596","5192.7"
"5179917000","122100","3596","5193.0"
"5180910000","122100","3596","5193.4"
"5181768000","122100","3596","5193.8"
"5182760000","122100","3596","5194.6"
"5183874000","122100","3595","5195.0"
"5184866000","122100","3596","5195.4"
"5185946000","122100","3595","5196.2"
"5187025000","122100","3595","5196.5"
"5188105000","122100","3595","5197.3"
"5189446000","122100","3596","5197.7"
"5190525000","122100","3596","5198.5"
"5191604000","122100","3596","5198.9"
"5192709000","122100","3596","5199.7"
"5193788000","122100","3596","5200.0"
"5195122000","122100","3596","5200.8"
"5196201000","122100","3596","5201.2"
"5197281000","122100","3596","5202.0"
"5198359000","122100","3596","5202.4"
"5199444000","122100","3597","5203.2"
"5200779000","122100","3597","5203.5"
"5201860000","122100","3598","5204.3"
"5202939000","122100","3597","5204.7"
"5204017000","122100","3597","5205.5"
"5205098000","122100","3597","5205.9"
"5206433000","122100","3598","5206.7"
"5207513000","122100","3598","5207.1"
"5208592000","122100","3598","5207.9"
"5209677000","122100","3598","5208.2"
"5210757000","122100","3599","5209.0"
"5212092000","122100","3599","5209.4"
"5213171000","122100","3599","5210.2"
"5214251000","122100","3599","5210.6"
"5215330000","128000","3599","5211.4"
"5216410000","128000","3600","5211.7"
"5217745000","128000","3600","5212.5"
"5218824000","128000","3600","5212.9"
"5219909000","128000","3601","5213.7"
"5220987000","128000","3600","5214.1"
"5222067000","128000","3601","5214.9"
"5223403000","128000","3601","5215.2"
"5224483000","128000","3601","5216.0"
"5225563000","128000","3601","5216.4"
"5226642000","128000","3601","5217.2"
"5227722000","128000","3601","5217.6"
"5229057000","128000","3602","5218.4"
"5230142000","128000","3601","5218.7"
"5231221000","128000","3601","5219.6"
"5232301000","128000","3601","5219.9"
"5233381000","128000","3601","5220.7"
"5234721000","128000","3601","5221.1"
"5235801000","128000","3601","5221.9"
"5236881000","128000","3601","5222.3"
"5237960000","128000","3602","5223.1"
"5239041000","128000","3601","5223.4"
"5240380000","128000","3602","5224.2"
"5241460000","128000","3601","5224.6"
"5242540000","128000","3602","5225.4"
"5243620000","128000","3602","5225.8"
"5244699000","128000","3602","5226.6"
"5246035000","128000","3601","5226.9"
"5247115000","128000","3601","5227.7"
"5248196000","128000","3601","5228.1"
"5249281000","128000","3601","5228.9"
"5250360000","128000","3601","5229.3"
"5251695000","128000","3601","5230.1"
"5252774000","128000","3601","5230.4"
"5253854000","128000","3601","5231.2"
"5254934000","128000","3601","5231.6"
"5256014000","128000","3601","5232.4"
"5257349000","128000","3601","5232.8"
"5258429000","128000","3601","5233.6"
"5259515000","128000","3601","5234.0"
"5260595000","128000","3601","5234.8"
"5261674000","128000","3601","5235.1"
"5263009000","128000","3601","5235.9"
"5264089000","128000","3601","5236.3"
"5265169000","128000","3601","5237.1"
"5266247000","128000","3601","5237.5"
"5267327000","128000","3601","5238.3"
"5268662000","128000","3601","5238.6"
"5269747000","128000","3601","5239.4"
"5270826000","128000","3601","5239.8"
"5271905000","128000","3601","5240.6"
"5272983000","128000","3601","5241.0"
"5274319000","128000","3601","5241.8"
"5275397000","128000","3601","5242.1"
"5276476000","128000","3601","5242.9"
"5277560000","128000","3601","5243.3"
"5278641000","128000","3601","5244.1"
"5279981000","128000","3601","5244.5"
"5281060000","128000","3601","5245.3"
"5282138000","128000","3601","5245.6"
"5283218000","128000","3601","5246.5"
"5284296000","128000","3601","5246.8"
"5285631000","128000","3601","5247.6"
"5286710000","128000","3601","5248.0"
"5287790000","128000","3601","5248.8"
"5288870000","128000","3602","5249.2"
"5289955000","128000","3602","5250.0"
"5291291000","128000","3602","5250.3"
"5292371000","128000","3602","5251.1"
"5293450000","128000","3602","5251.5"
"5294530000","128000","3602","5252.3"
"5295609000","128000","3602","5252.7"
"5296945000","128000","3602","5253.5"
"5298025000","128000","3602","5253.8"
"5299104000","128000","3602","5254.6"
"5300189000","128000","3603","5255.0"
"5301269000","128000","3603","5255.8"
"5302603000","128000","3603","5256.2"
"5303684000","128000","3603","5257.0"
"5304764000","128000","3603","5257.3"
"5305843000","128000","3603","5258.1"
"5306922000","128000","3603","5258.5"
"5308257000","128000","3603","5259.3"
"5309341000","128000","3603","5259.7"
"5310421000","128000","3603","5260.5"
"5311499000","128000","3603","5260.9"
"5312578000","128000","3603","5261.7"
"5313914000","128000","3602","5262.0"
"5314994000","128000","3602","5262.8"
"5316074000","128000","3602","5263.2"
"5317154000","128000","3602","5264.0"
"5318234000","143100","3602","5264.4"
"5319579000","143100","3602","5265.2"
"5320660000","143100","3602","5265.5"
"5321740000","143100","3602","5266.3"
"5322819000","143100","3602","5266.7"
"5323898000","143100","3602","5267.5"
"5325234000","143100","3602","5267.9"
"5326314000","143100","3602","5268.7"
"5327393000","143100","3602","5269.0"
"5328472000","143100","3602","5269.8"
"5329558000","143100","3602","5270.2"
"5330893000","143100","3602","5271.0"
"5331973000","143100","3601","5271.4"
"5333051000","143100","3601","5272.2"
"5334132000","143100","3601","5272.6"
"5335212000","143100","3601","5273.4"
"5336546000","143100","3601","5273.7"
"5337626000","143100","3601","5274.5"
"5338704000","143100","3601","5274.9"
"5339789000","143100","3601","5275.7"
"5340869000","143100","3601","5276.1"
"5342204000","143100","3601","5276.9"
"5343282000","143100","3601","5277.2"
"5344362000","143100","3601","5278.0"
"5345441000","143100","3601","5278.4"
"5346520000","143100","3601","5279.2"
"5347856000","143100","3601","5279.6"
"5348936000","143100","3600","5280.4"
"5350021000","143100","3600","5280.7"
"5351100000","143100","3600","5281.5"
"5352180000","143100","3600","5281.9"
"5353515000","143100","3600","5282.7"
"5354595000","143100","3600","5283.1"
"5355674000","143100","3600","5283.9"
"5356754000","143100","3600","5284.2"
"5357834000","143100","3600","5285.1"
"5359169000","143100","3600","5285.4"
"5360254000","143100","3600","5286.2"
"5361338000","143100","3600","5286.6"
"5362417000","143100","3599","5287.4"
"5363498000","143100","3599","5287.8"
"5364833000","143100","3599","5288.5"
"5365913000","143100","3599","5288.9"
"5366991000","143100","3599","5289.7"
"5368070000","143100","3599","5290.1"
"5369151000","143100","3599","5290.9"
"5370492000","143100","3599","5291.3"
"5371571000","143100","3599","5292.1"
"5372651000","143100","3599","5292.4"
"5373731000","143100","3600","5293.2"
"5374811000","143100","3599","5293.6"
"5376146000","143100","3599","5294.4"
"5377226000","143100","3599","5294.8"
"5378306000","143100","3599","5295.6"
"5379391000","143100","3599","5295.9"
"5380470000","143100","3599","5296.7"
"5381806000","143100","3599","5297.1"
"5382886000","143100","3598","5297.9"
"5383965000","143100","3598","5298.3"
"5385044000","143100","3598","5299.1"
"5386123000","143100","3598","5299.5"
"5387458000","143100","3598","5300.2"
"5388537000","143100","3597","5300.6"
"5389622000","143100","3597","5301.4"
"5390701000","143100","3597","5301.8"
"5391780000","143100","3597","5302.6"
"5393117000","143100","3597","5303.0"
"5394196000","143100","3596","5303.8"
"5395276000","143100","3596","5304.1"
"5396355000","143100","3596","5304.9"
"5397435000","143100","3596","5305.3"
"5398769000","143100","3595","5306.1"
"5399855000","143100","3595","5306.5"
"5400933000","143100","3595","5307.3"
"5402013000","143100","3595","5307.6"
"5403097000","143100","3594","5308.4"
"5404432000","143100","3595","5309.2"
"5405512000","143100","3594","5309.6"
"5406590000","143100","3595","5310.4"
"5407669000","143100","3595","5310.8"
"5408749000","143100","3596","5311.6"
"5410090000","143100","3595","5311.9"
"5411170000","143100","3596","5312.7"
"5412250000","143100","3595","5313.1"
"5413330000","143100","3596","5313.9"
"5414410000","143100","3596","5314.3"
"5415745000","143100","3597","5315.1"
"5416826000","143100","3596","5315.5"
"5417905000","143100","3597","5316.3"
"5418985000","143100","3597","5316.6"
"5420069000","143100","3596","5317.0"
"5421403000","143800","3596","5317.8"
"5422483000","143800","3597","5318.6"
"5423563000","143800","3596","5319.0"
"5424643000","143800","3596","5319.3"
"5425723000","143800","3596","5320.1"
"5427058000","143800","3596","5320.9"
"5428138000","143800","3596","5321.3"
"5429224000","143800","3597","5322.1"
"5430303000","143800","3596","5322.5"
"5431383000","143800","3596","5322.8"
"5432719000","143800","3596","5323.6"
"5433798000","143800","3596","5324.4"
"5434878000","143800","3596","5324.8"
"5435958000","143800","3597","5325.6"
"5437037000","143800","3596","5326.0"
"5438372000","143800","3598","5326.8"
"5439457000","143800","3597","5327.1"
"5440537000","143800","3598","5328.0"
"5441617000","143800","3598","5328.3"
"5442696000","143800","3599","5329.1"
"5444031000","143800","3598","5329.5"
"5445115000","143800","3600","5330.3"
"5446194000","143800","3599","5330.7"
"5447274000","143800","3600","5331.5"
"5448354000","143800","3600","5331.8"
"5449695000","143800","3601","5332.6"
"5450774000","143800","3600","5333.0"
"5451854000","143800","3601","5333.8"
"5452933000","143800","3601","5334.2"
"5454013000","143800","3602","5335.0"
"5455348000","143800","3602","5335.3"
"5456427000","143800","3603","5336.1"
"5457507000","143800","3603","5336.5"
"5458587000","143800","3604","5337.3"
"5459672000","143800","3603","5337.7"
"5461009000","143800","3604","5338.5"
"5462088000","143800","3604","5338.8"
"5463167000","143800","3604","5339.6"
"5464247000","143800","3604","5340.0"
"5465327000","143800","3604","5340.8"
"5466660000","143800","3604","5341.2"
"5467741000","143800","3604","5342.0"
"5468820000","143800","3604","5342.4"
"5469905000","143800","3604","5343.2"
"5470984000","143800","3604","5343.5"
"5472319000","143800","3604","5344.3"
"5473398000","143800","3604","5344.7"
"5474478000","143800","3604","5345.5"
"5475558000","143800","3604","5345.9"
"5476637000","143800","3606","5346.7"
"5477972000","143800","3605","5347.0"
"5479053000","143800","3606","5347.8"
"5480137000","143800","3606","5348.2"
"5481216000","143800","3607","5349.0"
"5482296000","143800","3606","5349.4"
"5483631000","143800","3606","5350.2"
"5484710000","143800","3606","5350.5"
"5485790000","143800","3606","5351.3"
"5486875000","143800","3606","5351.7"
"5487955000","143800","3607","5352.5"
"5489295000","143800","3606","5352.9"
"5490375000","143800","3607","5353.7"
"5491455000","143800","3607","5354.0"
"5492534000","143800","3607","5354.9"
"5493613000","143800","3607","5355.2"
"5494949000","143800","3607","5356.0"
"5496028000","143800","3606","5356.4"
"5497108000","143800","3606","5357.2"
"5498187000","143800","3606","5357.6"
"5499273000","143800","3606","5358.4"
"5500607000","143800","3606","5358.7"
"5501687000","143800","3606","5359.5"
"5502767000","143800","3606","5359.9"
"5503846000","143800","3606","5360.7"
"5504926000","143800","3606","5361.1"
"5506262000","143800","3606","5361.9"
"5507343000","143800","3606","5362.2"
"5508422000","143800","3605","5363.0"
"5509508000","143800","3605","5363.4"
"5510588000","143800","3605","5364.2"
"5511923000","143800","3605","5364.6"
"5513003000","143800","3604","5365.4"
"5514082000","143800","3604","5365.7"
"5515162000","143800","3604","5366.6"
"5516242000","143800","3603","5366.9"
"5517578000","143800","3603","5367.7"
"5518658000","143800","3603","5368.1"
"5519743000","143800","3602","5368.9"
"5520823000","143800","3602","5369.3"
"5521903000","143800","3602","5370.1"
"5523238000","143800","3602","5370.4"
"5524319000","144200","3601","5371.2"
"5525398000","144200","3601","5371.6"
"5526478000","144200","3601","5372.4"
"5527558000","144200","3601","5372.8"
"5528897000","144200","3600","5373.6"
"5529983000","144200","3600","5373.9"
"5531062000","144200","3599","5374.7"
"5532142000","144200","3599","5375.1"
"5533222000","144200","3598","5375.9"
"5534556000","144200","3599","5376.7"
"5535635000","144200","3598","5377.1"
"5536715000","144200","3598","5377.4"
"5537796000","144200","3598","5378.2"
"5538875000","144200","3597","5378.6"
"5540216000","144200","3597","5379.4"
"5541297000","144200","3597","5379.8"
"5542375000","144200","3597","5380.6"
"5543455000","144200","3597","5381.0"
"5544534000","144200","3596","5381.8"
"5545869000","144200","3597","5382.5"
"5546948000","144200","3596","5382.9"
"5548027000","144200","3597","5383.7"
"5549106000","144200","3596","5384.1"
"5550192000","144200","3597","5384.9"
"5551527000","144200","3596","5385.3"
"5552606000","144200","3597","5386.1"
"5553686000","144200","3597","5386.4"
"5554766000","144200","3598","5387.2"
"5555846000","144200","3597","5387.6"
"5557181000","144200","3598","5388.4"
"5558260000","144200","3597","5388.8"
"5559346000","144200","3598","5389.6"
"5560426000","144200","3597","5389.9"
"5561506000","144200","3599","5390.7"
"5562842000","144200","3598","5391.1"
"5563921000","144200","3599","5391.9"
"5565001000","144200","3598","5392.3"
"5566081000","144200","3599","5393.1"
"5567161000","144200","3599","5393.5"
"5568495000","144200","3599","5394.2"
"5569579000","144200","3599","5394.6"
"5570664000","144200","3600","5395.4"
"5571745000","144200","3599","5395.8"
"5572825000","144200","3600","5396.6"
"5574160000","144200","3599","5396.9"
"5575240000","144200","3601","5397.8"
"5576321000","144200","3600","5398.1"
"5577400000","144200","3601","5398.9"
"5578480000","144200","3600","5399.3"
"5579821000","144200","3601","5400.1"
"5580899000","144200","3601","5400.5"
"5581978000","144200","3602","5401.3"
"5583058000","144200","3601","5401.6"
"5584138000","144200","3602","5402.4"
"5585473000","144200","3601","5402.8"
"5586554000","144200","3603","5403.6"
"5587634000","144200","3602","5404.0"
"5588714000","144200","3603","5404.8"
"5589798000","144200","3603","5405.1"
"5591133000","144200","3603","5405.9"
"5592212000","144200","3603","5406.3"
"5593292000","144200","3604","5407.1"
"5594371000","144200","3603","5407.5"
"5595451000","144200","3604","5408.3"
"5596785000","144200","3603","5408.6"
"5597865000","144200","3605","5409.4"
"5598945000","144200","3604","5409.8"
"5600031000","144200","3605","5410.6"
"5601108000","144200","3604","5411.0"
"5602443000","144200","3605","5411.8"
"5603524000","144200","3605","5412.2"
"5604603000","144200","3604","5413.0"
"5605682000","144200","3604","5413.3"
"5606762000","144200","3604","5414.1"
"5608098000","144200","3604","5414.5"
"5609184000","144200","3604","5415.3"
"5610264000","144200","3604","5415.7"
"5611344000","144200","3604","5416.5"
"5612427000","144200","3603","5416.8"
"5613762000","144200","3603","5417.6"
"5614841000","144200","3603","5418.0"
"5615920000","144200","3603","5418.8"
"5617000000","144200","3603","5419.2"
"5618080000","144200","3603","5420.0"
"5619421000","144200","3602","5420.3"
"5620501000","144200","3602","5421.1"
"5621581000","144200","3602","5421.5"
"5622661000","144200","3602","5422.3"
"5623741000","144200","3602","5422.7"
"5625076000","144200","3602","5423.5"
"5626155000","144200","3602","5423.9"
"5627236000","144200","3603","5424.7"
"5628315000","144200","3602","5425.0"
"5629400000","144200","3602","5425.8"
"5630737000","144200","3602","5426.2"
"5631816000","144200","3602","5427.0"
"5632897000","144200","3602","5427.4"
"5633976000","144200","3602","5428.2"
"5635055000","144200","3602","5428.5"
"5636391000","144200","3602","5429.3"
"5637470000","144200","3602","5429.7"
"5638550000","144200","3602","5430.5"
"5639636000","144200","3601","5430.9"
"5640715000","144200","3601","5431.7"
"5642051000","144200","3601","5432.0"
"5643131000","144200","3601","5432.8"
"5644212000","144200","3601","5433.2"
"5645291000","144200","3601","5434.0"
"5646371000","144200","3600","5434.4"
"5647706000","144200","3600","5435.2"
"5648786000","144200","3600","5435.5"
"5649871000","144200","3600","5436.4"
"5650950000","144200","3600","5436.7"
"5652030000","144200","3599","5437.5"
"5653366000","144200","3599","5437.9"
"5654450000","144200","3599","5438.7"
"5655530000","144200","3599","5439.1"
"5656610000","144200","3599","5439.9"
"5657690000","144200","3599","5440.2"
"5659025000","144200","3599","5441.0"
"5660111000","144200","3599","5441.4"
"5661190000","144200","3599","5442.2"
"5662269000","144200","3598","5442.6"
"5663350000","144200","3598","5443.4"
"5664686000","144200","3598","5443.7"
"5665764000","144200","3598","5444.5"
"5666844000","144200","3598","5444.9"
"5667924000","144200","3597","5445.7"
"5669003000","144200","3597","5446.1"
"5670342000","144200","3597","5446.9"
"5671421000","144200","3596","5447.2"
"5672501000","144200","3596","5448.0"
"5673581000","144200","3596","5448.4"
"5674661000","144200","3596","5449.2"
"5675997000","144200","3596","5450.0"
"5677077000","144200","3596","5450.4"
"5678156000","144200","3596","5450.8"
"5679240000","144200","3595","5451.6"
"5680320000","144200","3595","5451.9"
"5681655000","144200","3595","5452.7"
"5682735000","144200","3596","5453.5"
"5683815000","144200","3595","5453.9"
"5684895000","144200","3595","5454.3"
"5685974000","144200","3595","5455.1"
"5687311000","144200","3596","5455.9"
"5688390000","144200","3595","5456.2"
"5689475000","144200","3595","5456.6"
"5690555000","144200","3595","5457.4"
"5691634000","144200","3594","5457.8"
"5692970000","144200","3594","5458.6"
"5694049000","144200","3595","5459.4"
"5695130000","144200","3594","5459.7"
"5696214000","144200","3595","5460.1"
"5697293000","144200","3594","5460.9"
"5698629000","144200","3595","5461.7"
"5699714000","144200","3595","5462.1"
"5700794000","144200","3596","5462.9"
"5701874000","144200","3595","5463.3"
"5702954000","144200","3596","5463.6"
"5704289000","144200","3595","5464.4"
